exception_id,dataset,exception_type,severity,status,client_id,client_name,region,raised_date,raised_time,sla_deadline,sla_breached,resolved_date,assigned_to,description,root_cause,priority
EXC-2024-0231,Client Data,Missing Performance,High,Open,CLT0009,Emirates NBD Asset Mgmt,EMEA,2024-06-29,16:34,2024-06-29 08:00,True,2024-07-01,IT Support,Missing Performance detected in Client Data for Emirates NBD Asset Mgmt,Vendor Issue,P1
EXC-2024-0232,Client Data,Stale Data,Low,Open,CLT0002,Aditya Birla Capital,APAC,2024-07-08,09:44,2024-07-08 08:00,True,2024-07-10,Data Ops,Stale Data detected in Client Data for Aditya Birla Capital,Config Error,P3
EXC-2024-0233,Client Data,Missing ISIN,Low,In Progress,CLT0008,Nippon India MF,APAC,2024-08-24,16:06,2024-08-24 04:00,True,2024-08-25,Client Services,Missing ISIN detected in Client Data for Nippon India MF,Feed Failure,P1
EXC-2024-0234,Share Prices,Recon Break,Low,Resolved,CLT0013,GIC Private Ltd Singapore,APAC,2025-04-02,17:35,2025-04-02 08:00,True,2025-04-04,Recon Team,Recon Break detected in Share Prices for GIC Private Ltd Singapore,Feed Failure,P2
EXC-2024-0235,Performance,Recon Break,Medium,Resolved,CLT0012,Vanguard Emerging Markets,Americas,2025-04-27,18:35,2025-04-28 00:00,True,2025-05-01,Recon Team,Recon Break detected in Performance for Vanguard Emerging Markets,Feed Failure,P2
EXC-2024-0236,Positions,Missing Price,Low,Closed,CLT0007,ICICI Prudential AMC,APAC,2025-03-12,09:23,2025-03-14 00:00,True,,IT Support,Missing Price detected in Positions for ICICI Prudential AMC,Config Error,P2
EXC-2024-0237,Client Data,Stale Data,High,Resolved,CLT0006,LIC of India,APAC,2024-09-10,18:08,2024-09-10 08:00,True,2024-09-14,Client Services,Stale Data detected in Client Data for LIC of India,Config Error,P3
EXC-2024-0238,Client Data,Missing Performance,Medium,Open,CLT0009,Emirates NBD Asset Mgmt,EMEA,2024-06-25,08:50,2024-06-27 00:00,True,2024-06-27,Data Ops,Missing Performance detected in Client Data for Emirates NBD Asset Mgmt,Config Error,P3
EXC-2024-0239,Trades,Duplicate Trade,Medium,Open,CLT0015,Norges Bank Investment Mgmt,EMEA,2024-09-30,08:08,2024-09-30 08:00,True,,Client Services,Duplicate Trade detected in Trades for Norges Bank Investment Mgmt,Manual Error,P1
EXC-2024-0240,Securities Reference,Stale Data,Low,Closed,CLT0005,Kotak Mahindra AMC,APAC,2025-05-18,17:15,2025-05-19 00:00,True,,Recon Team,Stale Data detected in Securities Reference for Kotak Mahindra AMC,System Lag,P2
EXC-2024-0241,Share Prices,Schema Mismatch,Medium,Open,CLT0002,Aditya Birla Capital,APAC,2025-01-11,12:06,2025-01-13 00:00,True,2025-01-15,IT Support,Schema Mismatch detected in Share Prices for Aditya Birla Capital,Manual Error,P1
EXC-2024-0242,Securities Reference,Missing Price,Low,Open,CLT0001,Tata Investment Corp,APAC,2024-09-20,12:37,2024-09-22 00:00,True,2024-09-25,IT Support,Missing Price detected in Securities Reference for Tata Investment Corp,Feed Failure,P1
EXC-2024-0243,Positions,Missing ISIN,Medium,Resolved,CLT0008,Nippon India MF,APAC,2025-02-27,14:42,2025-02-28 00:00,True,2025-03-03,Recon Team,Missing ISIN detected in Positions for Nippon India MF,Feed Failure,P3
EXC-2024-0244,Performance,Stale Data,Medium,Open,CLT0005,Kotak Mahindra AMC,APAC,2024-08-01,17:50,2024-08-01 08:00,True,,Recon Team,Stale Data detected in Performance for Kotak Mahindra AMC,Manual Error,P3
EXC-2024-0245,Share Prices,Missing Price,Medium,Closed,CLT0005,Kotak Mahindra AMC,APAC,2025-02-08,14:28,2025-02-08 04:00,True,,IT Support,Missing Price detected in Share Prices for Kotak Mahindra AMC,Vendor Issue,P1
EXC-2024-0246,Client Data,Missing Broker,Medium,Open,CLT0007,ICICI Prudential AMC,APAC,2025-02-28,09:02,2025-03-01 00:00,True,2025-03-05,IT Support,Missing Broker detected in Client Data for ICICI Prudential AMC,Manual Error,P2
EXC-2024-0247,Share Prices,Schema Mismatch,Low,In Progress,CLT0009,Emirates NBD Asset Mgmt,EMEA,2025-05-12,13:31,2025-05-12 08:00,True,,IT Support,Schema Mismatch detected in Share Prices for Emirates NBD Asset Mgmt,Vendor Issue,P1
EXC-2024-0248,Performance,Duplicate Trade,Medium,In Progress,CLT0001,Tata Investment Corp,APAC,2024-12-01,10:08,2024-12-03 00:00,True,2024-12-03,IT Support,Duplicate Trade detected in Performance for Tata Investment Corp,Feed Failure,P3
EXC-2024-0249,Trades,Missing ISIN,Medium,In Progress,CLT0013,GIC Private Ltd Singapore,APAC,2024-07-19,12:21,2024-07-20 00:00,True,2024-07-21,Data Ops,Missing ISIN detected in Trades for GIC Private Ltd Singapore,Vendor Issue,P1
EXC-2024-0250,Client Data,Missing Price,High,Open,CLT0005,Kotak Mahindra AMC,APAC,2025-04-03,15:29,2025-04-05 00:00,True,,IT Support,Missing Price detected in Client Data for Kotak Mahindra AMC,Manual Error,P3
EXC-2024-0251,Share Prices,Recon Break,Low,In Progress,CLT0003,SBI Life Insurance,APAC,2025-02-14,18:09,2025-02-16 00:00,True,2025-02-19,Recon Team,Recon Break detected in Share Prices for SBI Life Insurance,System Lag,P3
EXC-2024-0252,Performance,Duplicate Trade,Medium,In Progress,CLT0006,LIC of India,APAC,2025-05-13,17:44,2025-05-13 04:00,True,2025-05-18,Recon Team,Duplicate Trade detected in Performance for LIC of India,Config Error,P2
EXC-2024-0253,Client Data,Missing Price,Medium,In Progress,CLT0003,SBI Life Insurance,APAC,2024-11-25,09:29,2024-11-25 04:00,True,,Client Services,Missing Price detected in Client Data for SBI Life Insurance,System Lag,P1
EXC-2024-0254,Trades,Recon Break,Medium,Resolved,CLT0015,Norges Bank Investment Mgmt,EMEA,2025-03-01,13:12,2025-03-02 00:00,True,,Recon Team,Recon Break detected in Trades for Norges Bank Investment Mgmt,Manual Error,P3
EXC-2024-0255,Positions,Stale Data,Medium,Open,CLT0012,Vanguard Emerging Markets,Americas,2024-12-05,09:03,2024-12-05 08:00,True,2024-12-08,Client Services,Stale Data detected in Positions for Vanguard Emerging Markets,Config Error,P3
EXC-2024-0256,Trades,Duplicate Trade,Low,Resolved,CLT0008,Nippon India MF,APAC,2025-03-19,12:06,2025-03-20 00:00,True,,Client Services,Duplicate Trade detected in Trades for Nippon India MF,Manual Error,P2
EXC-2024-0257,Positions,Missing Broker,High,Open,CLT0012,Vanguard Emerging Markets,Americas,2024-08-24,13:45,2024-08-24 08:00,True,,IT Support,Missing Broker detected in Positions for Vanguard Emerging Markets,Feed Failure,P1
EXC-2024-0258,Client Data,Stale Data,Medium,In Progress,CLT0006,LIC of India,APAC,2024-12-24,17:24,2024-12-26 00:00,True,2024-12-27,Data Ops,Stale Data detected in Client Data for LIC of India,Vendor Issue,P2
EXC-2024-0259,Share Prices,KYC Expired,Medium,Closed,CLT0011,BlackRock India Fund,Americas,2025-04-17,17:16,2025-04-18 00:00,True,2025-04-19,Data Ops,KYC Expired detected in Share Prices for BlackRock India Fund,Feed Failure,P1
EXC-2024-0260,Trades,Missing Broker,Medium,Open,CLT0003,SBI Life Insurance,APAC,2024-12-06,14:49,2024-12-08 00:00,True,2024-12-11,IT Support,Missing Broker detected in Trades for SBI Life Insurance,Feed Failure,P3
EXC-2024-0261,Performance,Missing Broker,Medium,Closed,CLT0002,Aditya Birla Capital,APAC,2024-08-17,15:13,2024-08-19 00:00,True,2024-08-19,Recon Team,Missing Broker detected in Performance for Aditya Birla Capital,Vendor Issue,P3
EXC-2024-0262,Trades,Missing Price,Medium,In Progress,CLT0008,Nippon India MF,APAC,2024-07-20,18:22,2024-07-20 08:00,True,,Recon Team,Missing Price detected in Trades for Nippon India MF,Manual Error,P2
EXC-2024-0263,Securities Reference,Missing Performance,Low,Open,CLT0010,Abu Dhabi Investment Auth,EMEA,2024-06-21,14:15,2024-06-21 04:00,True,2024-06-23,IT Support,Missing Performance detected in Securities Reference for Abu Dhabi Investment Auth,System Lag,P1
EXC-2024-0264,Share Prices,Missing Price,High,Resolved,CLT0001,Tata Investment Corp,APAC,2025-03-04,10:43,2025-03-06 00:00,True,,Data Ops,Missing Price detected in Share Prices for Tata Investment Corp,Vendor Issue,P3
EXC-2024-0265,Securities Reference,Schema Mismatch,Low,In Progress,CLT0005,Kotak Mahindra AMC,APAC,2024-10-17,12:34,2024-10-19 00:00,True,2024-10-19,Recon Team,Schema Mismatch detected in Securities Reference for Kotak Mahindra AMC,Feed Failure,P2
EXC-2024-0266,Securities Reference,Missing Performance,Low,Open,CLT0011,BlackRock India Fund,Americas,2024-10-12,10:51,2024-10-13 00:00,True,,Recon Team,Missing Performance detected in Securities Reference for BlackRock India Fund,Feed Failure,P2
EXC-2024-0267,Performance,Missing Performance,Medium,Resolved,CLT0008,Nippon India MF,APAC,2024-12-09,09:30,2024-12-10 00:00,True,,Recon Team,Missing Performance detected in Performance for Nippon India MF,Config Error,P1
EXC-2024-0268,Positions,Schema Mismatch,Medium,In Progress,CLT0012,Vanguard Emerging Markets,Americas,2024-12-20,11:58,2024-12-22 00:00,True,,Client Services,Schema Mismatch detected in Positions for Vanguard Emerging Markets,Vendor Issue,P2
EXC-2024-0269,Trades,Recon Break,Low,Resolved,CLT0008,Nippon India MF,APAC,2024-08-19,13:43,2024-08-20 00:00,True,2024-08-22,Client Services,Recon Break detected in Trades for Nippon India MF,Vendor Issue,P1
EXC-2024-0270,Trades,Invalid Quantity,Medium,In Progress,CLT0014,Temasek Holdings,APAC,2024-11-22,10:20,2024-11-22 08:00,True,,Data Ops,Invalid Quantity detected in Trades for Temasek Holdings,Manual Error,P3
EXC-2024-0271,Trades,Missing Performance,High,Resolved,CLT0011,BlackRock India Fund,Americas,2024-06-13,10:38,2024-06-15 00:00,True,,Client Services,Missing Performance detected in Trades for BlackRock India Fund,Feed Failure,P1
EXC-2024-0272,Client Data,Recon Break,High,Resolved,CLT0005,Kotak Mahindra AMC,APAC,2024-07-14,14:29,2024-07-14 08:00,True,,Data Ops,Recon Break detected in Client Data for Kotak Mahindra AMC,System Lag,P1
EXC-2024-0273,Share Prices,Duplicate Trade,Low,Closed,CLT0014,Temasek Holdings,APAC,2024-12-04,08:00,2024-12-06 00:00,True,2024-12-09,Data Ops,Duplicate Trade detected in Share Prices for Temasek Holdings,Manual Error,P3
EXC-2024-0274,Share Prices,Stale Data,Low,Resolved,CLT0003,SBI Life Insurance,APAC,2025-04-10,10:41,2025-04-10 04:00,True,2025-04-15,Client Services,Stale Data detected in Share Prices for SBI Life Insurance,Feed Failure,P2
EXC-2024-0275,Trades,KYC Expired,Medium,In Progress,CLT0011,BlackRock India Fund,Americas,2025-02-12,17:57,2025-02-12 08:00,True,2025-02-15,Recon Team,KYC Expired detected in Trades for BlackRock India Fund,Feed Failure,P3
EXC-2024-0276,Positions,Missing ISIN,Low,Closed,CLT0006,LIC of India,APAC,2025-02-24,08:58,2025-02-24 08:00,True,,Data Ops,Missing ISIN detected in Positions for LIC of India,Vendor Issue,P1
EXC-2024-0277,Trades,Invalid Quantity,Medium,Resolved,CLT0014,Temasek Holdings,APAC,2024-06-23,16:20,2024-06-25 00:00,True,2024-06-26,Data Ops,Invalid Quantity detected in Trades for Temasek Holdings,Manual Error,P3
EXC-2024-0278,Securities Reference,Invalid Quantity,Medium,In Progress,CLT0012,Vanguard Emerging Markets,Americas,2024-08-30,16:19,2024-08-31 00:00,True,2024-09-04,Recon Team,Invalid Quantity detected in Securities Reference for Vanguard Emerging Markets,System Lag,P1
EXC-2024-0279,Share Prices,Duplicate Trade,Medium,Open,CLT0014,Temasek Holdings,APAC,2024-07-02,18:02,2024-07-03 00:00,True,,Client Services,Duplicate Trade detected in Share Prices for Temasek Holdings,Vendor Issue,P1
EXC-2024-0280,Performance,Missing Performance,High,Resolved,CLT0004,HDFC Pension Fund,APAC,2025-03-25,13:44,2025-03-25 04:00,True,2025-03-29,Client Services,Missing Performance detected in Performance for HDFC Pension Fund,System Lag,P3
EXC-2024-0281,Client Data,Duplicate Trade,Low,Open,CLT0004,HDFC Pension Fund,APAC,2025-05-06,18:59,2025-05-06 08:00,True,2025-05-09,Recon Team,Duplicate Trade detected in Client Data for HDFC Pension Fund,Manual Error,P1
EXC-2024-0282,Performance,Stale Data,High,In Progress,CLT0009,Emirates NBD Asset Mgmt,EMEA,2025-04-06,16:34,2025-04-06 08:00,True,,Client Services,Stale Data detected in Performance for Emirates NBD Asset Mgmt,System Lag,P1
EXC-2024-0283,Share Prices,Duplicate Trade,Low,Open,CLT0007,ICICI Prudential AMC,APAC,2024-09-12,14:48,2024-09-14 00:00,True,2024-09-13,Client Services,Duplicate Trade detected in Share Prices for ICICI Prudential AMC,Config Error,P1
EXC-2024-0284,Positions,Duplicate Trade,Medium,Open,CLT0012,Vanguard Emerging Markets,Americas,2025-03-15,10:23,2025-03-15 08:00,True,2025-03-20,IT Support,Duplicate Trade detected in Positions for Vanguard Emerging Markets,Feed Failure,P2
EXC-2024-0285,Positions,KYC Expired,Medium,Open,CLT0010,Abu Dhabi Investment Auth,EMEA,2025-04-07,09:15,2025-04-07 04:00,True,,Data Ops,KYC Expired detected in Positions for Abu Dhabi Investment Auth,System Lag,P3
EXC-2024-0286,Share Prices,Missing Price,High,Closed,CLT0002,Aditya Birla Capital,APAC,2024-07-06,13:35,2024-07-06 08:00,True,2024-07-11,Data Ops,Missing Price detected in Share Prices for Aditya Birla Capital,Feed Failure,P2
EXC-2024-0287,Performance,Missing ISIN,Low,Open,CLT0013,GIC Private Ltd Singapore,APAC,2024-10-09,17:42,2024-10-09 08:00,True,,Client Services,Missing ISIN detected in Performance for GIC Private Ltd Singapore,Vendor Issue,P1
EXC-2024-0288,Securities Reference,Missing Broker,High,Open,CLT0004,HDFC Pension Fund,APAC,2024-12-02,11:52,2024-12-03 00:00,True,2024-12-05,IT Support,Missing Broker detected in Securities Reference for HDFC Pension Fund,System Lag,P3
EXC-2024-0289,Trades,Stale Data,Low,Open,CLT0007,ICICI Prudential AMC,APAC,2024-08-01,18:45,2024-08-01 04:00,True,2024-08-04,Data Ops,Stale Data detected in Trades for ICICI Prudential AMC,Feed Failure,P1
EXC-2024-0290,Client Data,Stale Data,Low,Resolved,CLT0008,Nippon India MF,APAC,2024-08-10,15:22,2024-08-11 00:00,True,,IT Support,Stale Data detected in Client Data for Nippon India MF,Manual Error,P1
EXC-2024-0291,Positions,Missing ISIN,Medium,In Progress,CLT0009,Emirates NBD Asset Mgmt,EMEA,2024-07-04,13:26,2024-07-06 00:00,True,,IT Support,Missing ISIN detected in Positions for Emirates NBD Asset Mgmt,System Lag,P2
EXC-2024-0292,Trades,Missing Performance,High,Resolved,CLT0008,Nippon India MF,APAC,2025-01-17,16:47,2025-01-19 00:00,True,,Recon Team,Missing Performance detected in Trades for Nippon India MF,Manual Error,P3
EXC-2024-0293,Securities Reference,Recon Break,Medium,Open,CLT0008,Nippon India MF,APAC,2024-08-15,10:55,2024-08-17 00:00,True,,Client Services,Recon Break detected in Securities Reference for Nippon India MF,System Lag,P1
EXC-2024-0294,Client Data,Recon Break,High,Open,CLT0013,GIC Private Ltd Singapore,APAC,2024-12-19,18:34,2024-12-20 00:00,True,2024-12-21,IT Support,Recon Break detected in Client Data for GIC Private Ltd Singapore,Manual Error,P1
EXC-2024-0295,Share Prices,Duplicate Trade,Medium,Open,CLT0012,Vanguard Emerging Markets,Americas,2024-11-21,10:05,2024-11-21 04:00,True,2024-11-26,Recon Team,Duplicate Trade detected in Share Prices for Vanguard Emerging Markets,Manual Error,P3
EXC-2024-0296,Positions,Duplicate Trade,High,Open,CLT0014,Temasek Holdings,APAC,2025-01-13,12:16,2025-01-13 08:00,True,2025-01-15,Data Ops,Duplicate Trade detected in Positions for Temasek Holdings,Vendor Issue,P1
EXC-2024-0297,Trades,Missing Price,Low,Open,CLT0003,SBI Life Insurance,APAC,2024-08-14,08:59,2024-08-14 08:00,True,,IT Support,Missing Price detected in Trades for SBI Life Insurance,Manual Error,P1
EXC-2024-0298,Performance,Missing Performance,Low,Open,CLT0013,GIC Private Ltd Singapore,APAC,2024-08-15,12:17,2024-08-16 00:00,True,,Client Services,Missing Performance detected in Performance for GIC Private Ltd Singapore,Feed Failure,P1
EXC-2024-0299,Client Data,Missing Performance,Medium,In Progress,CLT0011,BlackRock India Fund,Americas,2025-01-16,12:50,2025-01-17 00:00,True,2025-01-17,Data Ops,Missing Performance detected in Client Data for BlackRock India Fund,System Lag,P2
EXC-2024-0300,Client Data,Duplicate Trade,Medium,Open,CLT0012,Vanguard Emerging Markets,Americas,2024-09-01,17:14,2024-09-02 00:00,True,,Recon Team,Duplicate Trade detected in Client Data for Vanguard Emerging Markets,Manual Error,P1
EXC-2024-0301,Trades,Recon Break,Low,Open,CLT0014,Temasek Holdings,APAC,2024-08-11,10:49,2024-08-11 04:00,True,2024-08-13,Recon Team,Recon Break detected in Trades for Temasek Holdings,Feed Failure,P1
EXC-2024-0302,Trades,Missing Broker,Medium,Open,CLT0009,Emirates NBD Asset Mgmt,EMEA,2024-12-30,14:03,2024-12-30 04:00,True,2024-12-31,IT Support,Missing Broker detected in Trades for Emirates NBD Asset Mgmt,Config Error,P2
EXC-2024-0303,Trades,Stale Data,Medium,Resolved,CLT0003,SBI Life Insurance,APAC,2025-04-30,12:31,2025-04-30 04:00,True,2025-05-01,Client Services,Stale Data detected in Trades for SBI Life Insurance,Feed Failure,P1
EXC-2024-0304,Client Data,Missing ISIN,High,Resolved,CLT0014,Temasek Holdings,APAC,2024-08-25,08:53,2024-08-27 00:00,True,2024-08-27,Recon Team,Missing ISIN detected in Client Data for Temasek Holdings,Config Error,P3
EXC-2024-0305,Securities Reference,Invalid Quantity,Medium,Open,CLT0015,Norges Bank Investment Mgmt,EMEA,2024-12-06,15:41,2024-12-07 00:00,True,2024-12-10,Data Ops,Invalid Quantity detected in Securities Reference for Norges Bank Investment Mgmt,Manual Error,P3
EXC-2024-0306,Securities Reference,KYC Expired,High,Closed,CLT0012,Vanguard Emerging Markets,Americas,2025-03-02,08:49,2025-03-03 00:00,True,,Recon Team,KYC Expired detected in Securities Reference for Vanguard Emerging Markets,Vendor Issue,P1
EXC-2024-0307,Client Data,Schema Mismatch,Medium,Resolved,CLT0007,ICICI Prudential AMC,APAC,2024-09-08,14:28,2024-09-09 00:00,True,2024-09-09,Recon Team,Schema Mismatch detected in Client Data for ICICI Prudential AMC,Manual Error,P3
EXC-2024-0308,Client Data,Missing Price,High,Open,CLT0002,Aditya Birla Capital,APAC,2025-01-21,13:08,2025-01-22 00:00,True,2025-01-25,Recon Team,Missing Price detected in Client Data for Aditya Birla Capital,Manual Error,P3
EXC-2024-0309,Share Prices,Duplicate Trade,Low,Closed,CLT0007,ICICI Prudential AMC,APAC,2024-11-30,16:46,2024-11-30 08:00,True,2024-12-03,IT Support,Duplicate Trade detected in Share Prices for ICICI Prudential AMC,Feed Failure,P1
EXC-2024-0310,Share Prices,Missing Performance,High,Open,CLT0004,HDFC Pension Fund,APAC,2024-10-21,14:48,2024-10-21 04:00,True,2024-10-25,Data Ops,Missing Performance detected in Share Prices for HDFC Pension Fund,Vendor Issue,P1
EXC-2024-0311,Trades,Stale Data,Medium,Open,CLT0006,LIC of India,APAC,2024-09-18,16:17,2024-09-20 00:00,True,2024-09-23,IT Support,Stale Data detected in Trades for LIC of India,Vendor Issue,P2
EXC-2024-0312,Client Data,Missing Price,Low,Resolved,CLT0008,Nippon India MF,APAC,2024-07-08,11:12,2024-07-08 04:00,True,2024-07-10,Data Ops,Missing Price detected in Client Data for Nippon India MF,Vendor Issue,P3
EXC-2024-0313,Trades,KYC Expired,High,Resolved,CLT0007,ICICI Prudential AMC,APAC,2024-09-01,14:59,2024-09-02 00:00,True,2024-09-06,Client Services,KYC Expired detected in Trades for ICICI Prudential AMC,Config Error,P3
EXC-2024-0314,Share Prices,Schema Mismatch,Medium,Resolved,CLT0012,Vanguard Emerging Markets,Americas,2024-07-13,08:39,2024-07-15 00:00,True,,Data Ops,Schema Mismatch detected in Share Prices for Vanguard Emerging Markets,Manual Error,P2
EXC-2024-0315,Share Prices,Missing Performance,Medium,Open,CLT0007,ICICI Prudential AMC,APAC,2025-01-26,15:14,2025-01-27 00:00,True,,IT Support,Missing Performance detected in Share Prices for ICICI Prudential AMC,Config Error,P3
EXC-2024-0316,Performance,Stale Data,Medium,In Progress,CLT0013,GIC Private Ltd Singapore,APAC,2025-01-17,17:46,2025-01-17 08:00,True,,Client Services,Stale Data detected in Performance for GIC Private Ltd Singapore,Vendor Issue,P2
EXC-2024-0317,Securities Reference,Missing Performance,Medium,In Progress,CLT0011,BlackRock India Fund,Americas,2025-02-20,15:44,2025-02-21 00:00,True,,Recon Team,Missing Performance detected in Securities Reference for BlackRock India Fund,System Lag,P2
EXC-2024-0318,Client Data,Invalid Quantity,Low,Resolved,CLT0005,Kotak Mahindra AMC,APAC,2024-11-06,10:58,2024-11-06 08:00,True,,Data Ops,Invalid Quantity detected in Client Data for Kotak Mahindra AMC,System Lag,P1
EXC-2024-0319,Client Data,Stale Data,Low,Resolved,CLT0010,Abu Dhabi Investment Auth,EMEA,2024-09-19,16:45,2024-09-19 04:00,True,2024-09-20,Data Ops,Stale Data detected in Client Data for Abu Dhabi Investment Auth,Manual Error,P2
EXC-2024-0320,Client Data,Missing ISIN,Medium,Resolved,CLT0006,LIC of India,APAC,2025-04-06,08:24,2025-04-08 00:00,True,2025-04-10,Recon Team,Missing ISIN detected in Client Data for LIC of India,Manual Error,P3
EXC-2024-0321,Trades,Missing Performance,Medium,Resolved,CLT0005,Kotak Mahindra AMC,APAC,2024-08-18,18:23,2024-08-18 04:00,True,2024-08-23,Data Ops,Missing Performance detected in Trades for Kotak Mahindra AMC,Feed Failure,P1
EXC-2024-0322,Share Prices,Missing Performance,High,Open,CLT0012,Vanguard Emerging Markets,Americas,2024-06-15,17:08,2024-06-15 08:00,True,2024-06-18,IT Support,Missing Performance detected in Share Prices for Vanguard Emerging Markets,Manual Error,P1
EXC-2024-0323,Client Data,Invalid Quantity,Low,Open,CLT0001,Tata Investment Corp,APAC,2024-08-26,17:40,2024-08-28 00:00,True,2024-08-30,Client Services,Invalid Quantity detected in Client Data for Tata Investment Corp,Feed Failure,P1
EXC-2024-0324,Trades,Stale Data,High,Open,CLT0004,HDFC Pension Fund,APAC,2025-04-07,17:55,2025-04-07 08:00,True,2025-04-08,IT Support,Stale Data detected in Trades for HDFC Pension Fund,Config Error,P2
EXC-2024-0325,Share Prices,Recon Break,Medium,Open,CLT0014,Temasek Holdings,APAC,2024-06-21,11:23,2024-06-21 04:00,True,,Recon Team,Recon Break detected in Share Prices for Temasek Holdings,Feed Failure,P1
EXC-2024-0326,Trades,Schema Mismatch,Low,Resolved,CLT0010,Abu Dhabi Investment Auth,EMEA,2025-04-05,09:12,2025-04-06 00:00,True,2025-04-07,Data Ops,Schema Mismatch detected in Trades for Abu Dhabi Investment Auth,Manual Error,P2
EXC-2024-0327,Client Data,Stale Data,Medium,Open,CLT0003,SBI Life Insurance,APAC,2024-08-26,12:14,2024-08-27 00:00,True,,IT Support,Stale Data detected in Client Data for SBI Life Insurance,System Lag,P1
EXC-2024-0328,Positions,Missing Performance,Medium,Resolved,CLT0012,Vanguard Emerging Markets,Americas,2025-03-22,13:23,2025-03-23 00:00,True,2025-03-27,Data Ops,Missing Performance detected in Positions for Vanguard Emerging Markets,Manual Error,P1
EXC-2024-0329,Trades,Recon Break,High,Open,CLT0007,ICICI Prudential AMC,APAC,2024-11-27,12:15,2024-11-28 00:00,True,,IT Support,Recon Break detected in Trades for ICICI Prudential AMC,System Lag,P2
EXC-2024-0330,Securities Reference,Duplicate Trade,High,Open,CLT0005,Kotak Mahindra AMC,APAC,2025-04-22,17:39,2025-04-22 08:00,True,2025-04-26,Data Ops,Duplicate Trade detected in Securities Reference for Kotak Mahindra AMC,System Lag,P1
EXC-2024-0331,Share Prices,Stale Data,High,Closed,CLT0003,SBI Life Insurance,APAC,2024-07-01,15:46,2024-07-03 00:00,True,,Recon Team,Stale Data detected in Share Prices for SBI Life Insurance,Vendor Issue,P3
EXC-2024-0332,Positions,Missing Performance,High,Resolved,CLT0007,ICICI Prudential AMC,APAC,2024-11-27,10:16,2024-11-27 04:00,True,2024-12-01,Client Services,Missing Performance detected in Positions for ICICI Prudential AMC,Config Error,P1
EXC-2024-0333,Securities Reference,KYC Expired,Medium,Open,CLT0010,Abu Dhabi Investment Auth,EMEA,2025-01-12,15:43,2025-01-12 08:00,True,2025-01-16,Client Services,KYC Expired detected in Securities Reference for Abu Dhabi Investment Auth,Manual Error,P1
EXC-2024-0334,Securities Reference,Invalid Quantity,Medium,Open,CLT0011,BlackRock India Fund,Americas,2025-02-04,15:51,2025-02-05 00:00,True,2025-02-08,Client Services,Invalid Quantity detected in Securities Reference for BlackRock India Fund,Manual Error,P2
EXC-2024-0335,Positions,Missing Broker,Medium,In Progress,CLT0002,Aditya Birla Capital,APAC,2024-06-23,16:28,2024-06-23 04:00,True,,IT Support,Missing Broker detected in Positions for Aditya Birla Capital,Vendor Issue,P2
EXC-2024-0336,Trades,Recon Break,Low,In Progress,CLT0011,BlackRock India Fund,Americas,2025-02-07,18:59,2025-02-09 00:00,True,2025-02-12,IT Support,Recon Break detected in Trades for BlackRock India Fund,Feed Failure,P2
EXC-2024-0337,Share Prices,Recon Break,Medium,Open,CLT0012,Vanguard Emerging Markets,Americas,2024-12-12,11:50,2024-12-13 00:00,True,2024-12-17,Recon Team,Recon Break detected in Share Prices for Vanguard Emerging Markets,Vendor Issue,P1
EXC-2024-0338,Securities Reference,Invalid Quantity,Low,Resolved,CLT0005,Kotak Mahindra AMC,APAC,2025-01-19,16:43,2025-01-20 00:00,True,2025-01-21,Client Services,Invalid Quantity detected in Securities Reference for Kotak Mahindra AMC,Vendor Issue,P1
EXC-2024-0339,Positions,Recon Break,Medium,Open,CLT0012,Vanguard Emerging Markets,Americas,2024-10-26,09:51,2024-10-27 00:00,True,2024-10-29,Client Services,Recon Break detected in Positions for Vanguard Emerging Markets,Config Error,P2
EXC-2024-0340,Positions,Stale Data,Medium,In Progress,CLT0009,Emirates NBD Asset Mgmt,EMEA,2024-09-19,13:40,2024-09-19 08:00,True,2024-09-23,Recon Team,Stale Data detected in Positions for Emirates NBD Asset Mgmt,Config Error,P2
EXC-2024-0341,Share Prices,Invalid Quantity,Medium,Open,CLT0007,ICICI Prudential AMC,APAC,2025-01-11,18:18,2025-01-11 08:00,True,,IT Support,Invalid Quantity detected in Share Prices for ICICI Prudential AMC,System Lag,P2
EXC-2024-0342,Securities Reference,Missing ISIN,Medium,Resolved,CLT0010,Abu Dhabi Investment Auth,EMEA,2024-09-24,16:57,2024-09-26 00:00,True,2024-09-28,Recon Team,Missing ISIN detected in Securities Reference for Abu Dhabi Investment Auth,Config Error,P3
EXC-2024-0343,Client Data,Missing Broker,Medium,Resolved,CLT0012,Vanguard Emerging Markets,Americas,2024-10-17,15:44,2024-10-17 04:00,True,2024-10-19,Client Services,Missing Broker detected in Client Data for Vanguard Emerging Markets,Config Error,P1
EXC-2024-0344,Performance,Recon Break,Low,Resolved,CLT0007,ICICI Prudential AMC,APAC,2024-10-06,16:26,2024-10-06 08:00,True,,IT Support,Recon Break detected in Performance for ICICI Prudential AMC,System Lag,P2
EXC-2024-0345,Trades,Schema Mismatch,Low,Resolved,CLT0013,GIC Private Ltd Singapore,APAC,2025-02-06,15:24,2025-02-06 04:00,True,2025-02-10,IT Support,Schema Mismatch detected in Trades for GIC Private Ltd Singapore,Manual Error,P1
