position_id,client_id,client_name,security_id,ticker,security_name,position_date,quantity,market_price,market_value,cost_basis,unrealised_pnl,currency,portfolio_id,region,sector,asset_class,custodian,source_system,validated,recon_status,days_since_update
POS-00653,CLT0005,Kotak Mahindra AMC,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2024-02-19,114686,1446.25,165864627.5,151492601.04,14372026.46,INR,PORT-018,APAC,Telecom,Equity,Citi India,In-house,True,Matched,7
POS-00654,CLT0009,Emirates NBD Asset Mgmt,INE038A01020,HINDALCO,Hindalco Industries Ltd,2024-06-28,134715,724.42,97590240.3,86702002.39,10888237.91,INR,PORT-047,EMEA,Metals,Equity,Citi India,Simcorp,True,Matched,1
POS-00655,CLT0005,Kotak Mahindra AMC,INE467B01029,TCS,Tata Consultancy Services,2025-04-14,157469,3595.9,566242777.1,628712620.33,-62469843.23,INR,PORT-027,APAC,IT,Equity,HDFC Bank Custody,Bloomberg AIM,False,Matched,2
POS-00656,CLT0011,BlackRock India Fund,INE585B01010,AXISBANK,Axis Bank Ltd,2024-06-30,188654,1064.92,200901417.68,189723841.48,11177576.2,INR,PORT-042,Americas,Banking,Equity,Axis Bank Custody,Charles River,True,Matched,6
POS-00657,CLT0009,Emirates NBD Asset Mgmt,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2024-12-04,112083,1401.68,157104499.44,150227300.71,6877198.73,INR,PORT-020,EMEA,Telecom,Equity,Axis Bank Custody,Bloomberg AIM,True,Matched,6
POS-00658,CLT0001,Tata Investment Corp,INE001A01036,SBIN,State Bank of India,2024-01-26,168659,737.62,124406251.58,135918004.4,-11511752.82,INR,PORT-017,APAC,Banking,Equity,HDFC Bank Custody,Bloomberg AIM,True,Matched,7
POS-00659,CLT0006,LIC of India,INE213A01029,MARUTI,Maruti Suzuki India Ltd,2024-04-24,25452,14076.04,358263370.08,288501488.5,69761881.58,INR,PORT-037,APAC,Auto,Equity,Deutsche Bank,Simcorp,True,Matched,10
POS-00660,CLT0007,ICICI Prudential AMC,INE031A01017,POWERGRID,Power Grid Corp of India,2024-01-16,181208,287.95,52178843.6,57497870.97,-5319027.37,INR,PORT-041,APAC,Utilities,Equity,Axis Bank Custody,In-house,True,Matched,3
POS-00661,CLT0007,ICICI Prudential AMC,INE038A01020,HINDALCO,Hindalco Industries Ltd,2024-02-05,142777,652.64,93181981.28,94252613.24,-1070631.96,INR,PORT-029,APAC,Metals,Equity,Citi India,In-house,True,Matched,10
POS-00662,CLT0006,LIC of India,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2024-07-25,79148,7286.05,576676285.4,589262132.55,-12585847.15,INR,PORT-047,APAC,NBFC,Equity,Axis Bank Custody,Bloomberg AIM,True,Matched,10
POS-00663,CLT0011,BlackRock India Fund,INE038A01020,HINDALCO,Hindalco Industries Ltd,2024-06-04,50613,684.28,34633463.64,33972065.46,661398.18,INR,PORT-037,Americas,Metals,Equity,Deutsche Bank,Charles River,False,Matched,0
POS-00664,CLT0009,Emirates NBD Asset Mgmt,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-01-22,87471,1644.94,143884546.74,148005332.45,-4120785.71,INR,PORT-002,EMEA,Banking,Equity,Axis Bank Custody,Simcorp,True,Matched,0
POS-00665,CLT0007,ICICI Prudential AMC,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2025-03-28,188297,6747.17,1270471869.49,1267635762.91,2836106.58,INR,PORT-016,APAC,NBFC,Equity,Axis Bank Custody,Bloomberg AIM,True,Break,2
POS-00666,CLT0002,Aditya Birla Capital,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2024-08-13,77139,1809.17,139557564.63,123439798.86,16117765.77,INR,PORT-031,APAC,Pharma,Equity,Citi India,Charles River,True,Matched,7
POS-00667,CLT0014,Temasek Holdings,INE018A01030,LARSEN,Larsen & Toubro Ltd,2025-01-07,173336,3879.65,672483012.4,629839028.95,42643983.45,INR,PORT-042,APAC,Infrastructure,Equity,Axis Bank Custody,Bloomberg AIM,True,Matched,2
POS-00668,CLT0015,Norges Bank Investment Mgmt,INE020B01018,NTPC,NTPC Ltd,2024-03-09,70640,363.02,25643732.8,23348426.41,2295306.39,INR,PORT-006,EMEA,Utilities,Equity,Citi India,Simcorp,False,Matched,7
POS-00669,CLT0007,ICICI Prudential AMC,INE031A01017,POWERGRID,Power Grid Corp of India,2024-03-14,62351,288.55,17991381.05,16931610.35,1059770.7,INR,PORT-047,APAC,Utilities,Equity,Deutsche Bank,In-house,True,Matched,6
POS-00670,CLT0002,Aditya Birla Capital,INE001A01036,SBIN,State Bank of India,2024-03-28,160494,763.84,122591736.96,113326561.31,9265175.65,INR,PORT-031,APAC,Banking,Equity,HDFC Bank Custody,In-house,True,Matched,6
POS-00671,CLT0007,ICICI Prudential AMC,INE038A01020,HINDALCO,Hindalco Industries Ltd,2025-04-17,43205,704.34,30431009.7,26757048.52,3673961.18,INR,PORT-024,APAC,Metals,Equity,Citi India,In-house,True,Break,7
POS-00672,CLT0003,SBI Life Insurance,INE467B01029,TCS,Tata Consultancy Services,2024-10-19,17758,3978.97,70658549.26,71063033.04,-404483.78,INR,PORT-042,APAC,IT,Equity,HDFC Bank Custody,In-house,True,Matched,0
POS-00673,CLT0011,BlackRock India Fund,INE020B01018,NTPC,NTPC Ltd,2024-03-28,3464,324.1,1122682.4,1203997.41,-81315.01,INR,PORT-028,Americas,Utilities,Equity,Axis Bank Custody,Simcorp,True,Matched,8
POS-00674,CLT0004,HDFC Pension Fund,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2024-01-06,520,1747.0,908440.0,837799.63,70640.37,INR,PORT-033,APAC,Pharma,Equity,HDFC Bank Custody,In-house,False,Pending,6
POS-00675,CLT0014,Temasek Holdings,INE001A01036,SBIN,State Bank of India,2024-11-01,148358,749.97,111264049.26,116015402.96,-4751353.7,INR,PORT-035,APAC,Banking,Equity,Citi India,Simcorp,True,Matched,4
POS-00676,CLT0012,Vanguard Emerging Markets,INE018A01030,LARSEN,Larsen & Toubro Ltd,2024-01-04,51201,3795.11,194313427.11,180578480.21,13734946.9,INR,PORT-011,Americas,Infrastructure,Equity,Citi India,In-house,True,Matched,10
POS-00677,CLT0008,Nippon India MF,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2025-01-12,96719,6918.46,669146532.74,656668071.05,12478461.69,INR,PORT-019,APAC,NBFC,Equity,Deutsche Bank,In-house,True,Break,5
POS-00678,CLT0001,Tata Investment Corp,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2025-01-17,152540,6593.5,1005772490.0,982933397.59,22839092.41,INR,PORT-002,APAC,NBFC,Equity,HDFC Bank Custody,Charles River,True,Matched,7
POS-00679,CLT0001,Tata Investment Corp,INE066A01021,ONGC,Oil & Natural Gas Corp,2024-03-24,68312,247.11,16880578.32,16806055.55,74522.77,INR,PORT-016,APAC,Energy,Equity,Deutsche Bank,Bloomberg AIM,True,Break,5
POS-00680,CLT0012,Vanguard Emerging Markets,INE066A01021,ONGC,Oil & Natural Gas Corp,2024-04-28,170072,277.79,47244300.88,46103991.35,1140309.53,INR,PORT-010,Americas,Energy,Equity,Citi India,In-house,True,Break,4
POS-00681,CLT0008,Nippon India MF,INE020B01018,NTPC,NTPC Ltd,2025-05-16,112820,324.18,36573987.6,41065737.05,-4491749.45,INR,PORT-033,APAC,Utilities,Equity,HDFC Bank Custody,In-house,False,Matched,2
POS-00682,CLT0006,LIC of India,INE090A01021,ICICIBANK,ICICI Bank Ltd,2025-01-01,138287,1307.59,180822698.33,171746567.2,9076131.13,INR,PORT-018,APAC,Banking,Equity,HDFC Bank Custody,In-house,True,Matched,9
POS-00683,CLT0010,Abu Dhabi Investment Auth,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2024-12-02,125893,1418.65,178598104.45,176091261.63,2506842.82,INR,PORT-041,EMEA,Telecom,Equity,Axis Bank Custody,Charles River,True,Matched,3
POS-00684,CLT0008,Nippon India MF,INE038A01020,HINDALCO,Hindalco Industries Ltd,2024-04-17,113109,667.12,75457276.08,75345714.15,111561.93,INR,PORT-034,APAC,Metals,Equity,Axis Bank Custody,Simcorp,True,Pending,3
POS-00685,CLT0014,Temasek Holdings,INE361B01024,HCLTECH,HCL Technologies Ltd,2024-10-02,189222,1559.04,295004666.88,313791672.78,-18787005.9,INR,PORT-023,APAC,IT,Equity,Axis Bank Custody,Charles River,True,Matched,10
POS-00686,CLT0014,Temasek Holdings,INE018A01030,LARSEN,Larsen & Toubro Ltd,2024-04-30,186842,3746.22,699951237.24,712650957.37,-12699720.13,INR,PORT-015,APAC,Infrastructure,Equity,Deutsche Bank,Charles River,True,Matched,0
POS-00687,CLT0009,Emirates NBD Asset Mgmt,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2024-11-01,67517,1507.76,101799431.92,92288755.07,9510676.85,INR,PORT-014,EMEA,Telecom,Equity,Deutsche Bank,Charles River,True,Break,9
POS-00688,CLT0001,Tata Investment Corp,INE066A01021,ONGC,Oil & Natural Gas Corp,2024-03-19,142367,264.31,37629021.77,33859156.16,3769865.61,INR,PORT-043,APAC,Energy,Equity,Citi India,Charles River,True,Break,7
POS-00689,CLT0008,Nippon India MF,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2024-08-15,120275,1457.0,175240675.0,160103644.39,15137030.61,INR,PORT-027,APAC,Telecom,Equity,Citi India,Charles River,True,Matched,8
POS-00690,CLT0010,Abu Dhabi Investment Auth,INE009A01021,INFY,Infosys Ltd,2024-10-22,12403,1438.23,17838366.69,18934225.21,-1095858.52,INR,PORT-033,EMEA,IT,Equity,Axis Bank Custody,Charles River,True,Matched,7
POS-00691,CLT0001,Tata Investment Corp,INE090A01021,ICICIBANK,ICICI Bank Ltd,2025-05-13,175778,1221.27,214672398.06,202180314.36,12492083.7,INR,PORT-004,APAC,Banking,Equity,Axis Bank Custody,Charles River,True,Pending,7
POS-00692,CLT0004,HDFC Pension Fund,INE020B01018,NTPC,NTPC Ltd,2024-09-27,102613,349.21,35833485.73,37161793.92,-1328308.19,INR,PORT-008,APAC,Utilities,Equity,Citi India,In-house,True,Matched,4
POS-00693,CLT0007,ICICI Prudential AMC,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-05-12,62947,3103.32,195344684.04,161976035.19,33368648.85,INR,PORT-026,APAC,Energy,Equity,Axis Bank Custody,Simcorp,True,Matched,6
POS-00694,CLT0006,LIC of India,INE038A01020,HINDALCO,Hindalco Industries Ltd,2024-03-12,9549,595.48,5686238.52,6210196.14,-523957.62,INR,PORT-020,APAC,Metals,Equity,Axis Bank Custody,Simcorp,True,Break,0
POS-00695,CLT0010,Abu Dhabi Investment Auth,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-04-12,163531,3027.72,495126079.32,436579230.52,58546848.8,INR,PORT-044,EMEA,Energy,Equity,Axis Bank Custody,Simcorp,True,Break,5
POS-00696,CLT0015,Norges Bank Investment Mgmt,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-05-16,86151,2601.93,224158871.43,223946238.6,212632.83,INR,PORT-049,EMEA,Energy,Equity,Citi India,Charles River,True,Matched,5
POS-00697,CLT0004,HDFC Pension Fund,INE090A01021,ICICIBANK,ICICI Bank Ltd,2024-06-13,75760,1351.93,102422216.8,87022662.46,15399554.34,INR,PORT-019,APAC,Banking,Equity,Citi India,Bloomberg AIM,True,Matched,9
POS-00698,CLT0011,BlackRock India Fund,INE018A01030,LARSEN,Larsen & Toubro Ltd,2024-03-17,117056,3618.26,423539042.56,422779669.65,759372.91,INR,PORT-020,Americas,Infrastructure,Equity,Citi India,Bloomberg AIM,True,Matched,3
POS-00699,CLT0001,Tata Investment Corp,INE585B01010,AXISBANK,Axis Bank Ltd,2024-01-06,3246,976.03,3168193.38,3425454.31,-257260.93,INR,PORT-048,APAC,Banking,Equity,HDFC Bank Custody,In-house,True,Break,9
POS-00700,CLT0013,GIC Private Ltd Singapore,INE020B01018,NTPC,NTPC Ltd,2024-10-15,182132,355.46,64740640.72,62781198.38,1959442.34,INR,PORT-003,APAC,Utilities,Equity,Deutsche Bank,Bloomberg AIM,True,Matched,8
POS-00701,CLT0011,BlackRock India Fund,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2024-02-29,156301,1439.34,224970281.34,207078604.43,17891676.91,INR,PORT-005,Americas,Telecom,Equity,Axis Bank Custody,Bloomberg AIM,True,Break,0
POS-00702,CLT0007,ICICI Prudential AMC,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-04-08,160896,3054.44,491447178.24,397187915.39,94259262.85,INR,PORT-023,APAC,Energy,Equity,Deutsche Bank,Simcorp,False,Matched,9
POS-00703,CLT0014,Temasek Holdings,INE075A01022,WIPRO,Wipro Ltd,2024-05-11,38157,558.13,21296566.41,20610923.09,685643.32,INR,PORT-022,APAC,IT,Equity,Axis Bank Custody,Charles River,True,Matched,8
POS-00704,CLT0005,Kotak Mahindra AMC,INE018A01030,LARSEN,Larsen & Toubro Ltd,2024-04-07,73805,3844.76,283762511.8,270660550.6,13101961.2,INR,PORT-037,APAC,Infrastructure,Equity,Deutsche Bank,Bloomberg AIM,False,Matched,9
POS-00705,CLT0004,HDFC Pension Fund,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2024-02-10,14077,6728.62,94718783.74,96624451.54,-1905667.8,INR,PORT-038,APAC,NBFC,Equity,HDFC Bank Custody,In-house,True,Matched,10
POS-00706,CLT0010,Abu Dhabi Investment Auth,INE213A01029,MARUTI,Maruti Suzuki India Ltd,2024-01-07,97318,13333.45,1297584687.1,1263663430.33,33921256.77,INR,PORT-014,EMEA,Auto,Equity,Citi India,Bloomberg AIM,True,Matched,2
POS-00707,CLT0014,Temasek Holdings,INE038A01020,HINDALCO,Hindalco Industries Ltd,2024-12-26,127556,632.45,80672792.2,82471692.99,-1798900.79,INR,PORT-005,APAC,Metals,Equity,Citi India,Charles River,False,Matched,9
POS-00708,CLT0004,HDFC Pension Fund,INE018A01030,LARSEN,Larsen & Toubro Ltd,2024-05-21,139532,3391.04,473158593.28,488433792.04,-15275198.76,INR,PORT-034,APAC,Infrastructure,Equity,Citi India,Charles River,True,Pending,3
POS-00709,CLT0013,GIC Private Ltd Singapore,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-05-26,168731,2671.64,450788488.84,422649174.85,28139313.99,INR,PORT-033,APAC,Energy,Equity,Deutsche Bank,Bloomberg AIM,True,Break,8
POS-00710,CLT0012,Vanguard Emerging Markets,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2024-03-17,28506,7200.76,205264864.56,174194289.62,31070574.94,INR,PORT-045,Americas,NBFC,Equity,Deutsche Bank,In-house,True,Matched,8
POS-00711,CLT0009,Emirates NBD Asset Mgmt,INE009A01021,INFY,Infosys Ltd,2024-01-08,71756,1412.61,101363243.16,95405086.14,5958157.02,INR,PORT-028,EMEA,IT,Equity,Deutsche Bank,Simcorp,True,Matched,2
POS-00712,CLT0011,BlackRock India Fund,INE020B01018,NTPC,NTPC Ltd,2024-07-09,13985,373.49,5223257.65,4739933.59,483324.06,INR,PORT-034,Americas,Utilities,Equity,Citi India,Bloomberg AIM,True,Matched,3
POS-00713,CLT0014,Temasek Holdings,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-07-09,191015,2591.96,495103239.4,463471975.98,31631263.42,INR,PORT-042,APAC,Energy,Equity,Deutsche Bank,Simcorp,True,Break,5
POS-00714,CLT0014,Temasek Holdings,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-03-31,26029,2643.96,68819634.84,73037086.98,-4217452.14,INR,PORT-047,APAC,Energy,Equity,Axis Bank Custody,Simcorp,True,Matched,5
POS-00715,CLT0007,ICICI Prudential AMC,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2025-02-28,14995,1486.31,22287218.45,21820635.73,466582.72,INR,PORT-040,APAC,Telecom,Equity,HDFC Bank Custody,Simcorp,True,Matched,6
POS-00716,CLT0008,Nippon India MF,INE001A01036,SBIN,State Bank of India,2024-04-18,141488,841.04,118997067.52,104319428.3,14677639.22,INR,PORT-045,APAC,Banking,Equity,Axis Bank Custody,Bloomberg AIM,False,Matched,4
POS-00717,CLT0008,Nippon India MF,INE585B01010,AXISBANK,Axis Bank Ltd,2025-03-07,40336,1129.03,45540554.08,41971130.89,3569423.19,INR,PORT-021,APAC,Banking,Equity,Axis Bank Custody,Bloomberg AIM,True,Matched,9
POS-00718,CLT0013,GIC Private Ltd Singapore,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2024-01-14,5291,1415.71,7490521.61,6872899.29,617622.32,INR,PORT-018,APAC,Telecom,Equity,Citi India,Bloomberg AIM,False,Matched,4
POS-00719,CLT0005,Kotak Mahindra AMC,INE075A01022,WIPRO,Wipro Ltd,2024-03-27,177598,535.84,95164112.32,79870092.36,15294019.96,INR,PORT-041,APAC,IT,Equity,HDFC Bank Custody,Charles River,True,Matched,10
POS-00720,CLT0004,HDFC Pension Fund,INE154A01025,ITC,ITC Ltd,2024-11-19,127629,460.35,58754010.15,51739932.58,7014077.57,INR,PORT-015,APAC,FMCG,Equity,Axis Bank Custody,Bloomberg AIM,True,Pending,3
POS-00721,CLT0005,Kotak Mahindra AMC,INE467B01029,TCS,Tata Consultancy Services,2024-05-07,97491,4294.94,418717995.54,395263037.44,23454958.1,INR,PORT-001,APAC,IT,Equity,Axis Bank Custody,Simcorp,True,Break,2
POS-00722,CLT0008,Nippon India MF,INE038A01020,HINDALCO,Hindalco Industries Ltd,2025-02-15,69776,677.57,47278124.32,42090663.45,5187460.87,INR,PORT-036,APAC,Metals,Equity,Citi India,In-house,True,Matched,10
POS-00723,CLT0015,Norges Bank Investment Mgmt,INE001A01036,SBIN,State Bank of India,2024-01-26,145674,708.35,103188177.9,117203095.04,-14014917.14,INR,PORT-037,EMEA,Banking,Equity,Deutsche Bank,Charles River,True,Matched,5
POS-00724,CLT0015,Norges Bank Investment Mgmt,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-05-18,24756,1734.45,42938044.2,38448382.56,4489661.64,INR,PORT-045,EMEA,Banking,Equity,Deutsche Bank,In-house,True,Matched,0
POS-00725,CLT0008,Nippon India MF,INE020B01018,NTPC,NTPC Ltd,2024-12-30,163290,393.6,64270944.0,57246872.23,7024071.77,INR,PORT-047,APAC,Utilities,Equity,HDFC Bank Custody,Simcorp,False,Pending,1
POS-00726,CLT0011,BlackRock India Fund,INE066A01021,ONGC,Oil & Natural Gas Corp,2025-05-18,199124,288.52,57451256.48,46926384.76,10524871.72,INR,PORT-019,Americas,Energy,Equity,Deutsche Bank,In-house,True,Break,10
POS-00727,CLT0006,LIC of India,INE018A01030,LARSEN,Larsen & Toubro Ltd,2024-02-17,66701,,,249188562.04,-24694340.36,INR,PORT-027,APAC,Infrastructure,Equity,Deutsche Bank,In-house,True,Break,6
POS-00728,CLT0009,Emirates NBD Asset Mgmt,INE213A01029,MARUTI,Maruti Suzuki India Ltd,2025-03-14,145540,12446.81,1811508727.4,1832005154.19,-20496426.79,INR,PORT-016,EMEA,Auto,Equity,Citi India,Charles River,True,Break,6
POS-00729,CLT0006,LIC of India,INE213A01029,MARUTI,Maruti Suzuki India Ltd,2024-06-29,158963,13109.04,2083852325.52,1748053787.37,335798538.15,INR,PORT-043,APAC,Auto,Equity,Axis Bank Custody,Simcorp,True,Matched,2
POS-00730,CLT0015,Norges Bank Investment Mgmt,INE585B01010,AXISBANK,Axis Bank Ltd,2024-08-07,147574,966.48,142627319.52,143523313.93,-895994.41,INR,PORT-018,EMEA,Banking,Equity,Deutsche Bank,Bloomberg AIM,True,Matched,4
POS-00731,CLT0015,Norges Bank Investment Mgmt,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2024-04-29,42487,1403.53,59631779.11,58611991.58,1019787.53,INR,PORT-035,EMEA,Telecom,Equity,HDFC Bank Custody,Simcorp,True,Matched,10
POS-00732,CLT0002,Aditya Birla Capital,INE066A01021,ONGC,Oil & Natural Gas Corp,2024-12-12,165637,253.78,42035357.86,41104051.81,931306.05,INR,PORT-008,APAC,Energy,Equity,HDFC Bank Custody,In-house,False,Matched,8
POS-00733,CLT0008,Nippon India MF,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2024-08-21,49693,1611.83,80096668.19,80606339.98,-509671.79,INR,PORT-013,APAC,Pharma,Equity,Citi India,Charles River,True,Matched,9
POS-00734,CLT0008,Nippon India MF,INE467B01029,TCS,Tata Consultancy Services,2024-12-23,100183,3587.7,359426549.1,365801763.84,-6375214.74,INR,PORT-011,APAC,IT,Equity,Axis Bank Custody,Simcorp,True,Matched,8
POS-00735,CLT0011,BlackRock India Fund,INE090A01021,ICICIBANK,ICICI Bank Ltd,2024-11-20,52149,1145.79,59751802.71,59027148.08,724654.63,INR,PORT-044,Americas,Banking,Equity,Citi India,Simcorp,True,Matched,7
POS-00736,CLT0001,Tata Investment Corp,INE090A01021,ICICIBANK,ICICI Bank Ltd,2024-09-01,118890,1164.44,138440271.6,143840053.07,-5399781.47,INR,PORT-007,APAC,Banking,Equity,Citi India,Simcorp,True,Matched,9
POS-00737,CLT0013,GIC Private Ltd Singapore,INE031A01017,POWERGRID,Power Grid Corp of India,2024-09-16,15067,307.75,4636869.25,4737347.67,-100478.42,INR,PORT-017,APAC,Utilities,Equity,Axis Bank Custody,Simcorp,True,Matched,9
POS-00738,CLT0005,Kotak Mahindra AMC,INE001A01036,SBIN,State Bank of India,2024-10-26,87988,750.86,66066669.68,67429966.88,-1363297.2,INR,PORT-019,APAC,Banking,Equity,HDFC Bank Custody,Simcorp,False,Matched,6
POS-00739,CLT0005,Kotak Mahindra AMC,INE585B01010,AXISBANK,Axis Bank Ltd,2024-02-04,143932,997.73,143605274.36,153996937.59,-10391663.23,INR,PORT-006,APAC,Banking,Equity,Citi India,Bloomberg AIM,False,Matched,6
POS-00740,CLT0010,Abu Dhabi Investment Auth,INE090A01021,ICICIBANK,ICICI Bank Ltd,2024-06-15,31250,1191.46,37233125.0,34839702.46,2393422.54,INR,PORT-045,EMEA,Banking,Equity,Deutsche Bank,Charles River,True,Break,6
POS-00741,CLT0002,Aditya Birla Capital,INE018A01030,LARSEN,Larsen & Toubro Ltd,2024-12-10,72875,3602.83,262556236.25,262529538.72,26697.53,INR,PORT-020,APAC,Infrastructure,Equity,HDFC Bank Custody,Simcorp,False,Matched,7
POS-00742,CLT0015,Norges Bank Investment Mgmt,INE213A01029,MARUTI,Maruti Suzuki India Ltd,2025-01-05,136213,12211.53,1663369135.89,1552298937.55,111070198.34,INR,PORT-005,EMEA,Auto,Equity,Citi India,Bloomberg AIM,True,Matched,1
POS-00743,CLT0006,LIC of India,INE031A01017,POWERGRID,Power Grid Corp of India,2024-12-02,126833,323.97,41090087.01,41179849.58,-89762.57,INR,PORT-007,APAC,Utilities,Equity,Deutsche Bank,Simcorp,True,Matched,10
POS-00744,CLT0006,LIC of India,INE066A01021,ONGC,Oil & Natural Gas Corp,2024-10-04,140017,284.84,39882442.28,33741949.99,6140492.29,INR,PORT-036,APAC,Energy,Equity,HDFC Bank Custody,In-house,True,Matched,1
POS-00745,CLT0001,Tata Investment Corp,INE038A01020,HINDALCO,Hindalco Industries Ltd,2025-04-03,140772,627.96,88399185.12,95416336.74,-7017151.62,INR,PORT-025,APAC,Metals,Equity,Deutsche Bank,Charles River,True,Matched,3
POS-00746,CLT0014,Temasek Holdings,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-08-21,156348,2909.36,454872617.28,448946432.88,5926184.4,INR,PORT-047,APAC,Energy,Equity,Citi India,Simcorp,True,Matched,0
POS-00747,CLT0007,ICICI Prudential AMC,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-07-02,176547,2566.47,453102579.09,440201414.88,12901164.21,INR,PORT-040,APAC,Energy,Equity,HDFC Bank Custody,Bloomberg AIM,True,Matched,3
POS-00748,CLT0001,Tata Investment Corp,INE040A01034,HDFCBANK,HDFC Bank Ltd,2025-02-25,46991,1617.73,76018750.43,75584885.09,433865.34,INR,PORT-009,APAC,Banking,Equity,Citi India,Charles River,True,Matched,3
POS-00749,CLT0010,Abu Dhabi Investment Auth,INE213A01029,MARUTI,Maruti Suzuki India Ltd,2025-03-01,85428,11671.68,997088279.04,1129956801.33,-132868522.29,INR,PORT-025,EMEA,Auto,Equity,HDFC Bank Custody,Simcorp,True,Matched,3
POS-00750,CLT0004,HDFC Pension Fund,INE066A01021,ONGC,Oil & Natural Gas Corp,2024-03-25,86318,288.54,24906195.72,23652644.28,1253551.44,INR,PORT-024,APAC,Energy,Equity,Deutsche Bank,Charles River,True,Matched,5
POS-00751,CLT0010,Abu Dhabi Investment Auth,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2025-01-28,123245,7651.85,943052253.25,808388245.64,134664007.61,INR,PORT-013,EMEA,NBFC,Equity,Deutsche Bank,In-house,True,Matched,10
POS-00752,CLT0014,Temasek Holdings,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2024-11-08,16735,1449.77,24261900.95,23059685.22,1202215.73,INR,PORT-011,APAC,Telecom,Equity,Citi India,Simcorp,False,Matched,1
POS-00753,CLT0011,BlackRock India Fund,INE090A01021,ICICIBANK,ICICI Bank Ltd,2025-04-14,183795,1176.1,216161299.5,206982240.26,9179059.24,INR,PORT-005,Americas,Banking,Equity,HDFC Bank Custody,Charles River,True,Matched,0
POS-00754,CLT0012,Vanguard Emerging Markets,INE075A01022,WIPRO,Wipro Ltd,2025-03-29,95056,564.12,53622990.72,46246059.12,7376931.6,INR,PORT-003,Americas,IT,Equity,Citi India,Charles River,True,Matched,10
POS-00755,CLT0003,SBI Life Insurance,INE075A01022,WIPRO,Wipro Ltd,2024-04-14,50134,522.15,26177468.1,24570668.95,1606799.15,INR,PORT-040,APAC,IT,Equity,Axis Bank Custody,Simcorp,False,Matched,8
POS-00756,CLT0003,SBI Life Insurance,INE031A01017,POWERGRID,Power Grid Corp of India,2024-11-24,41292,304.04,12554419.68,13311848.78,-757429.1,INR,PORT-021,APAC,Utilities,Equity,Axis Bank Custody,Simcorp,True,Matched,6
POS-00757,CLT0006,LIC of India,INE066A01021,ONGC,Oil & Natural Gas Corp,2025-03-09,27273,251.77,6866523.21,7014799.21,-148276.0,INR,PORT-040,APAC,Energy,Equity,Deutsche Bank,In-house,True,Matched,7
POS-00758,CLT0007,ICICI Prudential AMC,INE213A01029,MARUTI,Maruti Suzuki India Ltd,2024-01-30,91478,13497.54,1234727964.12,1167450981.66,67276982.46,INR,PORT-006,APAC,Auto,Equity,Axis Bank Custody,Charles River,True,Matched,10
POS-00759,CLT0008,Nippon India MF,INE038A01020,HINDALCO,Hindalco Industries Ltd,2024-11-24,93937,697.76,65545481.12,62434450.72,3111030.4,INR,PORT-012,APAC,Metals,Equity,HDFC Bank Custody,Simcorp,True,Matched,5
POS-00760,CLT0011,BlackRock India Fund,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2025-02-05,199164,1623.4,323322837.6,322141738.97,1181098.63,INR,PORT-034,Americas,Pharma,Equity,Axis Bank Custody,In-house,False,Pending,8
POS-00761,CLT0006,LIC of India,INE154A01025,ITC,ITC Ltd,2024-05-26,40002,453.06,18123306.12,18129422.89,-6116.77,INR,PORT-013,APAC,FMCG,Equity,Deutsche Bank,Charles River,False,Matched,1
POS-00762,CLT0002,Aditya Birla Capital,INE066A01021,ONGC,Oil & Natural Gas Corp,2025-05-19,128999,253.57,32710276.43,32250771.4,459505.03,INR,PORT-002,APAC,Energy,Equity,Citi India,Charles River,False,Matched,1
