trade_id,client_id,client_name,security_id,ticker,security_name,trade_type,quantity,trade_price,trade_value,currency,trade_date,settlement_date,broker,portfolio_id,region,status,is_duplicate,validated,exception_flag
TRD-2024-00853,CLT0006,LIC of India,INE040A01034,HDFCBANK,HDFC Bank Ltd,SELL,39812.0,1653.05,65811226.6,INR,2024-10-20,2024-10-22,Edelweiss,PORT-029,APAC,Settled,False,True,False
TRD-2024-00854,CLT0004,HDFC Pension Fund,INE361B01024,HCLTECH,HCL Technologies Ltd,BUY,24899.0,1576.36,39249787.64,INR,2024-06-07,2024-06-09,Motilal Oswal,PORT-044,APAC,Settled,False,True,True
TRD-2024-00855,CLT0002,Aditya Birla Capital,INE414G01012,ADANIENT,Adani Enterprises Ltd,BUY,45104.0,2533.35,114264218.4,INR,2024-08-26,2024-08-28,Zerodha Institutional,PORT-021,APAC,Settled,False,True,False
TRD-2024-00856,CLT0012,Vanguard Emerging Markets,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,SELL,38364.0,6856.27,263033942.28,INR,2024-04-07,2024-04-09,Edelweiss,PORT-019,Americas,Settled,False,True,False
TRD-2024-00857,CLT0003,SBI Life Insurance,INE001A01036,SBIN,State Bank of India,BUY,36428.0,766.98,,INR,2025-01-27,2025-01-29,,PORT-015,APAC,Settled,False,True,False
TRD-2024-00858,CLT0011,BlackRock India Fund,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,SELL,12916.0,1342.55,17340375.8,INR,2024-05-01,2024-05-03,Edelweiss,PORT-008,Americas,Settled,False,True,False
TRD-2024-00859,CLT0005,Kotak Mahindra AMC,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,BUY,8485.0,6919.42,58711278.7,INR,2024-09-03,2024-09-05,Nomura India,PORT-040,APAC,Settled,False,True,False
TRD-2024-00860,CLT0003,SBI Life Insurance,INE066A01021,ONGC,Oil & Natural Gas Corp,SELL,45638.0,268.69,12262474.22,INR,2024-01-22,2024-01-24,Kotak Securities,PORT-003,APAC,Settled,False,True,False
TRD-2024-00861,CLT0007,ICICI Prudential AMC,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,SELL,23722.0,1690.68,40106310.96,INR,2025-02-13,2025-02-15,ICICI Direct,PORT-050,APAC,Settled,False,True,False
TRD-2024-00862,CLT0014,Temasek Holdings,INE009A01021,INFY,Infosys Ltd,BUY,31400.0,1506.2,47294680.0,INR,2025-01-21,2025-01-23,Nomura India,PORT-021,APAC,Settled,False,True,False
TRD-2024-00863,CLT0005,Kotak Mahindra AMC,INE154A01025,ITC,ITC Ltd,BUY,43105.0,474.77,20464960.85,INR,2024-01-14,2024-01-16,Motilal Oswal,PORT-027,APAC,Settled,False,True,False
TRD-2024-00864,CLT0001,Tata Investment Corp,INE066A01021,ONGC,Oil & Natural Gas Corp,SELL,21323.0,278.4,5936323.2,INR,2024-06-23,2024-06-25,HDFC Securities,PORT-027,APAC,Settled,False,True,False
TRD-2024-00865,CLT0014,Temasek Holdings,INE361B01024,HCLTECH,HCL Technologies Ltd,SELL,14281.0,1537.67,21959465.27,INR,2024-03-11,2024-03-13,Zerodha Institutional,PORT-037,APAC,Settled,False,True,False
TRD-2024-00866,CLT0007,ICICI Prudential AMC,INE002A01018,RELIANCE,Reliance Industries Ltd,BUY,45600.0,2918.92,133102752.0,INR,2024-05-05,2024-05-07,HDFC Securities,PORT-028,APAC,Pending,False,True,False
TRD-2024-00867,CLT0001,Tata Investment Corp,INE154A01025,ITC,ITC Ltd,BUY,37077.0,462.4,17144404.8,INR,2025-04-30,2025-05-02,Nomura India,PORT-007,APAC,Settled,False,True,False
TRD-2024-00868,CLT0003,SBI Life Insurance,INE414G01012,ADANIENT,Adani Enterprises Ltd,BUY,47371.0,2343.95,111035255.45,INR,2024-06-23,2024-06-25,Kotak Securities,PORT-004,APAC,Settled,False,True,False
TRD-2024-00869,CLT0007,ICICI Prudential AMC,INE414G01012,ADANIENT,Adani Enterprises Ltd,SELL,39364.0,2444.03,96206796.92,INR,2024-03-24,2024-03-26,HDFC Securities,PORT-047,APAC,Settled,False,True,False
TRD-2024-00870,CLT0013,GIC Private Ltd Singapore,INE585B01010,AXISBANK,Axis Bank Ltd,BUY,48638.0,1060.11,51561630.18,INR,2024-10-22,2024-10-24,HDFC Securities,PORT-008,APAC,Settled,False,True,True
TRD-2024-00871,CLT0015,Norges Bank Investment Mgmt,INE075A01022,WIPRO,Wipro Ltd,SELL,2860.0,539.03,1541625.8,INR,2025-04-04,2025-04-06,HDFC Securities,PORT-033,EMEA,Settled,False,True,False
TRD-2024-00872,CLT0009,Emirates NBD Asset Mgmt,INE040A01034,HDFCBANK,HDFC Bank Ltd,SELL,18848.0,1639.51,30901484.48,INR,2024-06-14,2024-06-16,Goldman Sachs India,PORT-011,EMEA,Pending,False,True,False
TRD-2024-00873,CLT0010,Abu Dhabi Investment Auth,INE075A01022,WIPRO,Wipro Ltd,BUY,5287.0,545.0,2881415.0,INR,2024-03-26,2024-03-28,Kotak Securities,PORT-019,EMEA,Settled,False,True,False
TRD-2024-00874,CLT0014,Temasek Holdings,INE154A01025,ITC,ITC Ltd,SELL,32282.0,460.74,14873608.68,INR,2025-03-08,2025-03-10,Kotak Securities,PORT-042,APAC,Settled,False,True,False
TRD-2024-00875,CLT0008,Nippon India MF,INE090A01021,ICICIBANK,ICICI Bank Ltd,SELL,11692.0,1222.86,14297679.12,INR,2024-04-21,2024-04-23,Motilal Oswal,PORT-031,APAC,Settled,False,True,False
TRD-2024-00876,CLT0014,Temasek Holdings,INE018A01030,LARSEN,Larsen & Toubro Ltd,SELL,27400.0,3583.6,98190640.0,INR,2024-08-27,2024-08-29,Kotak Securities,PORT-028,APAC,Settled,False,True,False
TRD-2024-00877,CLT0003,SBI Life Insurance,INE154A01025,ITC,ITC Ltd,SELL,10262.0,460.3,4723598.6,INR,2024-02-01,2024-02-03,HDFC Securities,PORT-026,APAC,Settled,False,True,False
TRD-2024-00878,CLT0002,Aditya Birla Capital,INE467B01029,TCS,Tata Consultancy Services,SELL,1859.0,3724.51,6923864.09,INR,2024-04-10,2024-04-12,Nomura India,PORT-003,APAC,Settled,False,True,False
TRD-2024-00879,CLT0005,Kotak Mahindra AMC,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,BUY,45318.0,7340.92,332675812.56,INR,2024-11-24,2024-11-26,Goldman Sachs India,PORT-037,APAC,Pending,False,True,False
TRD-2024-00880,CLT0011,BlackRock India Fund,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,BUY,11516.0,7285.29,83897399.64,INR,2024-05-14,2024-05-16,Edelweiss,PORT-016,Americas,Cancelled,False,True,False
TRD-2024-00881,CLT0011,BlackRock India Fund,INE002A01018,RELIANCE,Reliance Industries Ltd,BUY,37901.0,2879.62,109140477.62,INR,2025-05-15,2025-05-17,Motilal Oswal,PORT-036,Americas,Settled,False,False,False
TRD-2024-00882,CLT0001,Tata Investment Corp,INE002A01018,RELIANCE,Reliance Industries Ltd,SELL,31943.0,2956.08,94426063.44,INR,2024-02-22,2024-02-24,Goldman Sachs India,PORT-030,APAC,Settled,False,True,False
TRD-2024-00883,CLT0006,LIC of India,INE040A01034,HDFCBANK,HDFC Bank Ltd,SELL,14916.0,1575.44,23499263.04,INR,2025-05-14,2025-05-16,Goldman Sachs India,PORT-039,APAC,Settled,False,True,False
TRD-2024-00884,CLT0014,Temasek Holdings,INE009A01021,INFY,Infosys Ltd,BUY,,1550.22,,INR,2024-02-16,2024-02-18,,PORT-037,APAC,Failed,False,True,False
TRD-2024-00885,CLT0003,SBI Life Insurance,INE020B01018,NTPC,NTPC Ltd,SELL,1940.0,368.15,714211.0,INR,2024-01-07,2024-01-09,Edelweiss,PORT-043,APAC,Settled,False,True,False
TRD-2024-00886,CLT0015,Norges Bank Investment Mgmt,INE585B01010,AXISBANK,Axis Bank Ltd,BUY,2247.0,1006.1,2260706.7,INR,2024-12-11,2024-12-13,Goldman Sachs India,PORT-024,EMEA,Pending,False,True,False
TRD-2024-00887,CLT0008,Nippon India MF,INE001A01036,SBIN,State Bank of India,BUY,39365.0,773.94,30466148.1,INR,2024-10-31,2024-11-02,Motilal Oswal,PORT-017,APAC,Pending,False,True,False
TRD-2024-00888,CLT0007,ICICI Prudential AMC,INE018A01030,LARSEN,Larsen & Toubro Ltd,SELL,43940.0,3704.18,162761669.2,INR,2024-01-29,2024-01-31,Motilal Oswal,PORT-008,APAC,Settled,False,True,True
TRD-2024-00889,CLT0010,Abu Dhabi Investment Auth,INE066A01021,ONGC,Oil & Natural Gas Corp,BUY,12398.0,262.94,3259930.12,INR,2025-04-24,2025-04-26,Zerodha Institutional,PORT-029,EMEA,Pending,False,True,False
TRD-2024-00890,CLT0007,ICICI Prudential AMC,INE018A01030,LARSEN,Larsen & Toubro Ltd,SELL,24959.0,3662.25,91406097.75,INR,2025-01-15,2025-01-17,Kotak Securities,PORT-034,APAC,Settled,False,True,False
TRD-2024-00891,CLT0009,Emirates NBD Asset Mgmt,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,BUY,23900.0,1683.52,40236128.0,INR,2024-11-11,2024-11-13,ICICI Direct,PORT-018,EMEA,Settled,False,True,False
TRD-2024-00892,CLT0008,Nippon India MF,INE001A01036,SBIN,State Bank of India,SELL,11301.0,763.09,8623680.09,INR,2024-01-24,2024-01-26,Motilal Oswal,PORT-017,APAC,Settled,False,True,False
TRD-2024-00893,CLT0008,Nippon India MF,INE075A01022,WIPRO,Wipro Ltd,SELL,24602.0,533.77,13131809.54,INR,2024-06-11,2024-06-13,ICICI Direct,PORT-007,APAC,Pending,False,False,False
TRD-2024-00894,CLT0007,ICICI Prudential AMC,INE038A01020,HINDALCO,Hindalco Industries Ltd,SELL,45515.0,683.87,31126343.05,INR,2025-05-07,2025-05-09,Nomura India,PORT-033,APAC,Settled,False,True,False
TRD-2024-00895,CLT0009,Emirates NBD Asset Mgmt,INE075A01022,WIPRO,Wipro Ltd,BUY,16009.0,512.56,8205573.04,INR,2024-10-22,2024-10-24,Zerodha Institutional,PORT-004,EMEA,Pending,False,True,False
TRD-2024-00896,CLT0014,Temasek Holdings,INE361B01024,HCLTECH,HCL Technologies Ltd,BUY,49865.0,1507.3,75161514.5,INR,2024-03-20,2024-03-22,Nomura India,PORT-017,APAC,Settled,False,False,False
TRD-2024-00897,CLT0003,SBI Life Insurance,INE154A01025,ITC,ITC Ltd,BUY,22051.0,481.35,10614248.85,INR,2024-05-31,2024-06-02,Goldman Sachs India,PORT-036,APAC,Pending,False,True,True
TRD-2024-00898,CLT0008,Nippon India MF,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,SELL,44866.0,1638.9,73530887.4,INR,2025-01-08,2025-01-10,Motilal Oswal,PORT-025,APAC,Settled,False,True,False
TRD-2024-00899,CLT0013,GIC Private Ltd Singapore,INE467B01029,TCS,Tata Consultancy Services,SELL,47355.0,3938.68,186516191.4,INR,2024-05-09,2024-05-11,HDFC Securities,PORT-006,APAC,Settled,False,True,False
TRD-2024-00900,CLT0003,SBI Life Insurance,INE040A01034,HDFCBANK,HDFC Bank Ltd,SELL,22653.0,1668.7,37801061.1,INR,2024-11-14,2024-11-16,Nomura India,PORT-029,APAC,Pending,False,True,False
TRD-2024-00901,CLT0008,Nippon India MF,INE018A01030,LARSEN,Larsen & Toubro Ltd,SELL,38745.0,3830.0,148393350.0,INR,2024-09-25,2024-09-27,Edelweiss,PORT-019,APAC,Settled,False,False,False
TRD-2024-00902,CLT0003,SBI Life Insurance,INE009A01021,INFY,Infosys Ltd,BUY,18295.0,1406.63,25734295.85,INR,2025-04-15,2025-04-17,Zerodha Institutional,PORT-027,APAC,Cancelled,False,True,False
TRD-2024-00903,CLT0012,Vanguard Emerging Markets,INE213A01029,MARUTI,Maruti Suzuki India Ltd,BUY,45672.0,12740.71,581893707.12,INR,2024-12-05,2024-12-07,Zerodha Institutional,PORT-017,Americas,Settled,False,True,False
TRD-2024-00904,CLT0013,GIC Private Ltd Singapore,INE090A01021,ICICIBANK,ICICI Bank Ltd,SELL,19407.0,1237.34,24013057.38,INR,2024-05-04,2024-05-06,Edelweiss,PORT-027,APAC,Settled,False,False,False
TRD-2024-00905,CLT0015,Norges Bank Investment Mgmt,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,BUY,46319.0,1338.89,62016045.91,INR,2025-04-16,2025-04-18,Kotak Securities,PORT-030,EMEA,Settled,False,True,False
TRD-2024-00906,CLT0008,Nippon India MF,INE001A01036,SBIN,State Bank of India,BUY,6793.0,770.54,5234278.22,INR,2024-03-08,2024-03-10,Motilal Oswal,PORT-016,APAC,Settled,False,True,False
TRD-2024-00907,CLT0005,Kotak Mahindra AMC,INE020B01018,NTPC,NTPC Ltd,BUY,35285.0,356.9,12593216.5,INR,2024-11-28,2024-11-30,Goldman Sachs India,PORT-023,APAC,Settled,False,True,False
TRD-2024-00908,CLT0003,SBI Life Insurance,INE009A01021,INFY,Infosys Ltd,BUY,35725.0,1509.38,53922600.5,INR,2024-09-08,2024-09-10,Goldman Sachs India,PORT-035,APAC,Settled,False,True,True
TRD-2024-00909,CLT0007,ICICI Prudential AMC,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,SELL,40901.0,1740.78,71199642.78,INR,2024-06-18,2024-06-20,Zerodha Institutional,PORT-023,APAC,Settled,False,True,False
TRD-2024-00910,CLT0006,LIC of India,INE002A01018,RELIANCE,Reliance Industries Ltd,BUY,41287.0,2951.04,121839588.48,INR,2024-12-14,2024-12-16,HDFC Securities,PORT-005,APAC,Failed,False,True,False
TRD-2024-00911,CLT0010,Abu Dhabi Investment Auth,INE213A01029,MARUTI,Maruti Suzuki India Ltd,BUY,20815.0,13227.75,275335616.25,INR,2024-11-10,2024-11-12,Motilal Oswal,PORT-012,EMEA,Settled,False,False,False
TRD-2024-00912,CLT0011,BlackRock India Fund,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,SELL,2459.0,1651.16,4060202.44,INR,2024-01-23,2024-01-25,Zerodha Institutional,PORT-044,Americas,Settled,False,True,False
TRD-2024-00913,CLT0014,Temasek Holdings,INE009A01021,INFY,Infosys Ltd,BUY,,,,INR,2025-04-14,2025-04-16,,PORT-028,APAC,Failed,False,False,False
TRD-2024-00914,CLT0012,Vanguard Emerging Markets,INE414G01012,ADANIENT,Adani Enterprises Ltd,SELL,35826.0,2422.85,86801024.1,INR,2024-08-06,2024-08-08,Edelweiss,PORT-012,Americas,Settled,False,True,False
TRD-2024-00915,CLT0009,Emirates NBD Asset Mgmt,INE585B01010,AXISBANK,Axis Bank Ltd,BUY,512.0,1050.61,537912.32,INR,2025-04-12,2025-04-14,Zerodha Institutional,PORT-018,EMEA,Settled,False,True,False
TRD-2024-00916,CLT0014,Temasek Holdings,INE361B01024,HCLTECH,HCL Technologies Ltd,BUY,14640.0,1543.02,22589812.8,INR,2024-11-20,2024-11-22,Edelweiss,PORT-031,APAC,Settled,False,True,False
TRD-2024-00917,CLT0005,Kotak Mahindra AMC,INE154A01025,ITC,ITC Ltd,SELL,,471.71,,INR,2025-01-27,2025-01-29,,PORT-022,APAC,Settled,False,True,False
TRD-2024-00918,CLT0003,SBI Life Insurance,INE040A01034,HDFCBANK,HDFC Bank Ltd,BUY,30396.0,1574.74,47865797.04,INR,2024-11-21,2024-11-23,HDFC Securities,PORT-036,APAC,Settled,False,True,False
TRD-2024-00919,CLT0006,LIC of India,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,BUY,16783.0,1603.02,26903484.66,INR,2025-01-07,2025-01-09,Edelweiss,PORT-022,APAC,Settled,False,True,False
TRD-2024-00920,CLT0007,ICICI Prudential AMC,INE585B01010,AXISBANK,Axis Bank Ltd,SELL,30125.0,1065.67,32103308.75,INR,2024-05-30,2024-06-01,Goldman Sachs India,PORT-036,APAC,Settled,False,True,False
TRD-2024-00921,CLT0013,GIC Private Ltd Singapore,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,SELL,42365.0,1673.32,70890201.8,INR,2024-09-27,2024-09-29,Edelweiss,PORT-025,APAC,Settled,False,False,False
TRD-2024-00922,CLT0003,SBI Life Insurance,INE090A01021,ICICIBANK,ICICI Bank Ltd,SELL,32832.0,1270.52,41713712.64,INR,2024-04-16,2024-04-18,ICICI Direct,PORT-045,APAC,Settled,False,True,False
TRD-2024-00923,CLT0004,HDFC Pension Fund,INE414G01012,ADANIENT,Adani Enterprises Ltd,BUY,792.0,2489.01,1971295.92,INR,2024-08-04,2024-08-06,Motilal Oswal,PORT-021,APAC,Settled,False,True,False
TRD-2024-00924,CLT0010,Abu Dhabi Investment Auth,INE213A01029,MARUTI,Maruti Suzuki India Ltd,SELL,2182.0,12784.88,27896608.16,INR,2024-01-13,2024-01-15,Edelweiss,PORT-014,EMEA,Settled,False,True,False
TRD-2024-00925,CLT0008,Nippon India MF,INE585B01010,AXISBANK,Axis Bank Ltd,BUY,45569.0,1009.82,46016487.58,INR,2025-01-04,2025-01-06,ICICI Direct,PORT-049,APAC,Settled,False,True,False
TRD-2024-00926,CLT0002,Aditya Birla Capital,INE018A01030,LARSEN,Larsen & Toubro Ltd,BUY,21102.0,3792.75,80034610.5,INR,2024-10-07,2024-10-09,Kotak Securities,PORT-035,APAC,Settled,False,True,False
TRD-2024-00927,CLT0011,BlackRock India Fund,INE414G01012,ADANIENT,Adani Enterprises Ltd,SELL,,,,INR,2024-08-22,2024-08-24,,PORT-042,Americas,Settled,False,True,True
TRD-2024-00928,CLT0008,Nippon India MF,INE001A01036,SBIN,State Bank of India,SELL,24074.0,788.44,18980904.56,INR,2024-12-03,2024-12-05,Motilal Oswal,PORT-023,APAC,Failed,False,True,False
TRD-2024-00929,CLT0011,BlackRock India Fund,INE066A01021,ONGC,Oil & Natural Gas Corp,BUY,22552.0,265.25,5981918.0,INR,2024-11-28,2024-11-30,Nomura India,PORT-009,Americas,Settled,False,True,False
TRD-2024-00930,CLT0003,SBI Life Insurance,INE066A01021,ONGC,Oil & Natural Gas Corp,SELL,4969.0,271.6,1349580.4,INR,2024-11-15,2024-11-17,Edelweiss,PORT-009,APAC,Settled,False,True,False
TRD-2024-00931,CLT0003,SBI Life Insurance,INE040A01034,HDFCBANK,HDFC Bank Ltd,SELL,43926.0,1664.33,73107359.58,INR,2024-11-26,2024-11-28,ICICI Direct,PORT-026,APAC,Settled,False,True,False
TRD-2024-00932,CLT0012,Vanguard Emerging Markets,INE075A01022,WIPRO,Wipro Ltd,BUY,19719.0,537.28,10594624.32,INR,2024-07-10,2024-07-12,Motilal Oswal,PORT-021,Americas,Settled,False,True,False
TRD-2024-00933,CLT0008,Nippon India MF,INE154A01025,ITC,ITC Ltd,SELL,41431.0,459.69,19045416.39,INR,2024-11-14,2024-11-16,Zerodha Institutional,PORT-002,APAC,Settled,False,True,False
TRD-2024-00934,CLT0002,Aditya Birla Capital,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,SELL,44874.0,7354.35,330019101.9,INR,2024-03-29,2024-03-31,HDFC Securities,PORT-048,APAC,Cancelled,False,True,False
TRD-2024-00935,CLT0013,GIC Private Ltd Singapore,INE075A01022,WIPRO,Wipro Ltd,BUY,28706.0,506.14,14529254.84,INR,2024-11-25,2024-11-27,Kotak Securities,PORT-037,APAC,Settled,False,True,False
TRD-2024-00936,CLT0010,Abu Dhabi Investment Auth,INE040A01034,HDFCBANK,HDFC Bank Ltd,SELL,47183.0,1673.53,78962165.99,INR,2024-03-25,2024-03-27,Edelweiss,PORT-038,EMEA,Settled,False,True,False
TRD-2024-00937,CLT0015,Norges Bank Investment Mgmt,INE018A01030,LARSEN,Larsen & Toubro Ltd,SELL,5902.0,3517.25,20758809.5,INR,2025-04-11,2025-04-13,HDFC Securities,PORT-021,EMEA,Settled,True,True,False
TRD-2024-00938,CLT0005,Kotak Mahindra AMC,INE467B01029,TCS,Tata Consultancy Services,BUY,19931.0,4014.48,80012600.88,INR,2025-01-08,2025-01-10,Edelweiss,PORT-031,APAC,Settled,False,True,False
TRD-2024-00939,CLT0004,HDFC Pension Fund,INE075A01022,WIPRO,Wipro Ltd,SELL,28117.0,522.44,14689445.48,INR,2024-02-14,2024-02-16,Motilal Oswal,PORT-009,APAC,Settled,False,True,False
TRD-2024-00940,CLT0005,Kotak Mahindra AMC,INE009A01021,INFY,Infosys Ltd,BUY,,1418.37,,INR,2024-04-24,2024-04-26,,PORT-038,APAC,Pending,False,True,False
TRD-2024-00941,CLT0010,Abu Dhabi Investment Auth,INE018A01030,LARSEN,Larsen & Toubro Ltd,BUY,36541.0,3666.44,133975384.04,INR,2024-09-27,2024-09-29,Nomura India,PORT-044,EMEA,Settled,False,True,False
TRD-2024-00942,CLT0003,SBI Life Insurance,INE031A01017,POWERGRID,Power Grid Corp of India,BUY,,317.39,,INR,2024-10-29,2024-10-31,,PORT-005,APAC,Settled,False,True,False
TRD-2024-00943,CLT0015,Norges Bank Investment Mgmt,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,BUY,29084.0,7425.96,215976620.64,INR,2024-04-29,2024-05-01,Nomura India,PORT-032,EMEA,Settled,False,False,False
TRD-2024-00944,CLT0009,Emirates NBD Asset Mgmt,INE009A01021,INFY,Infosys Ltd,SELL,5675.0,1407.68,7988584.0,INR,2024-12-01,2024-12-03,ICICI Direct,PORT-040,EMEA,Settled,False,True,False
TRD-2024-00945,CLT0001,Tata Investment Corp,INE001A01036,SBIN,State Bank of India,BUY,7440.0,759.66,5651870.4,INR,2024-04-15,2024-04-17,Zerodha Institutional,PORT-018,APAC,Failed,False,True,True
TRD-2024-00946,CLT0006,LIC of India,INE020B01018,NTPC,NTPC Ltd,BUY,16883.0,374.2,6317618.6,INR,2024-08-31,2024-09-02,Kotak Securities,PORT-046,APAC,Settled,False,True,False
TRD-2024-00947,CLT0004,HDFC Pension Fund,INE414G01012,ADANIENT,Adani Enterprises Ltd,BUY,14917.0,2345.93,34994237.81,INR,2024-07-12,2024-07-14,ICICI Direct,PORT-026,APAC,Settled,False,True,False
TRD-2024-00948,CLT0013,GIC Private Ltd Singapore,INE009A01021,INFY,Infosys Ltd,BUY,42850.0,1549.92,66414072.0,INR,2024-12-09,2024-12-11,Kotak Securities,PORT-021,APAC,Settled,False,True,False
TRD-2024-00949,CLT0013,GIC Private Ltd Singapore,INE002A01018,RELIANCE,Reliance Industries Ltd,BUY,49887.0,2951.72,147252455.64,INR,2024-11-09,2024-11-11,Zerodha Institutional,PORT-004,APAC,Settled,False,True,False
TRD-2024-00950,CLT0007,ICICI Prudential AMC,INE018A01030,LARSEN,Larsen & Toubro Ltd,SELL,26484.0,3801.11,100668597.24,INR,2025-03-17,2025-03-19,Nomura India,PORT-044,APAC,Settled,False,True,False
TRD-2024-00951,CLT0006,LIC of India,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,SELL,3984.0,6765.79,26954907.36,INR,2024-02-25,2024-02-27,Kotak Securities,PORT-002,APAC,Settled,False,True,False
TRD-2024-00952,CLT0014,Temasek Holdings,INE361B01024,HCLTECH,HCL Technologies Ltd,SELL,13069.0,1540.44,20132010.36,INR,2024-04-20,2024-04-22,Kotak Securities,PORT-049,APAC,Settled,False,True,False
TRD-2024-00953,CLT0006,LIC of India,INE361B01024,HCLTECH,HCL Technologies Ltd,BUY,40932.0,1639.29,67099418.28,INR,2024-03-28,2024-03-30,Kotak Securities,PORT-037,APAC,Settled,False,True,False
TRD-2024-00954,CLT0005,Kotak Mahindra AMC,INE361B01024,HCLTECH,HCL Technologies Ltd,BUY,45050.0,1560.07,70281153.5,INR,2025-04-29,2025-05-01,Edelweiss,PORT-021,APAC,Cancelled,False,True,False
TRD-2024-00955,CLT0014,Temasek Holdings,INE031A01017,POWERGRID,Power Grid Corp of India,SELL,1668.0,329.61,549789.48,INR,2025-04-15,2025-04-17,HDFC Securities,PORT-050,APAC,Settled,False,True,False
TRD-2024-00956,CLT0004,HDFC Pension Fund,INE361B01024,HCLTECH,HCL Technologies Ltd,SELL,12909.0,1563.63,20184899.67,INR,2024-10-15,2024-10-17,HDFC Securities,PORT-016,APAC,Settled,False,True,False
TRD-2024-00957,CLT0005,Kotak Mahindra AMC,INE414G01012,ADANIENT,Adani Enterprises Ltd,SELL,34105.0,2403.74,81979552.7,INR,2024-08-03,2024-08-05,Nomura India,PORT-048,APAC,Settled,False,True,False
TRD-2024-00958,CLT0006,LIC of India,INE009A01021,INFY,Infosys Ltd,BUY,2629.0,1465.25,3852142.25,INR,2024-02-24,2024-02-26,HDFC Securities,PORT-037,APAC,Settled,False,True,False
TRD-2024-00959,CLT0005,Kotak Mahindra AMC,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,BUY,33711.0,1613.38,54388653.18,INR,2025-01-18,2025-01-20,ICICI Direct,PORT-024,APAC,Settled,False,True,False
TRD-2024-00960,CLT0005,Kotak Mahindra AMC,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,BUY,4863.0,1378.06,6701505.78,INR,2024-07-14,2024-07-16,Nomura India,PORT-002,APAC,Pending,False,True,False
TRD-2024-00961,CLT0006,LIC of India,INE075A01022,WIPRO,Wipro Ltd,SELL,49154.0,532.91,26194658.14,INR,2025-02-04,2025-02-06,Motilal Oswal,PORT-025,APAC,Cancelled,False,True,False
TRD-2024-00962,CLT0013,GIC Private Ltd Singapore,INE585B01010,AXISBANK,Axis Bank Ltd,SELL,33297.0,1076.57,35846551.29,INR,2025-04-18,2025-04-20,Zerodha Institutional,PORT-032,APAC,Settled,False,True,False
TRD-2024-00963,CLT0011,BlackRock India Fund,INE090A01021,ICICIBANK,ICICI Bank Ltd,SELL,18503.0,1300.99,24072217.97,INR,2025-03-09,2025-03-11,Nomura India,PORT-028,Americas,Settled,False,True,True
TRD-2024-00964,CLT0003,SBI Life Insurance,INE018A01030,LARSEN,Larsen & Toubro Ltd,SELL,42274.0,3824.99,161697627.26,INR,2024-03-18,2024-03-20,Zerodha Institutional,PORT-034,APAC,Settled,False,False,False
TRD-2024-00965,CLT0009,Emirates NBD Asset Mgmt,INE467B01029,TCS,Tata Consultancy Services,SELL,48842.0,4065.94,198588641.48,INR,2024-04-16,2024-04-18,Zerodha Institutional,PORT-035,EMEA,Settled,False,True,False
TRD-2024-00966,CLT0010,Abu Dhabi Investment Auth,INE414G01012,ADANIENT,Adani Enterprises Ltd,BUY,38469.0,2374.95,91361951.55,INR,2024-01-16,2024-01-18,ICICI Direct,PORT-027,EMEA,Settled,False,True,False
TRD-2024-00967,CLT0013,GIC Private Ltd Singapore,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,SELL,45527.0,7306.41,332638928.07,INR,2025-03-14,2025-03-16,Kotak Securities,PORT-016,APAC,Settled,False,True,False
TRD-2024-00968,CLT0008,Nippon India MF,INE020B01018,NTPC,NTPC Ltd,SELL,2323.0,342.56,795766.88,INR,2024-08-03,2024-08-05,Edelweiss,PORT-046,APAC,Settled,False,True,False
TRD-2024-00969,CLT0010,Abu Dhabi Investment Auth,INE075A01022,WIPRO,Wipro Ltd,SELL,16817.0,508.82,8556825.94,INR,2025-01-18,2025-01-20,Edelweiss,PORT-019,EMEA,Settled,False,True,False
TRD-2024-00970,CLT0001,Tata Investment Corp,INE066A01021,ONGC,Oil & Natural Gas Corp,SELL,8647.0,269.32,2328810.04,INR,2024-03-27,2024-03-29,ICICI Direct,PORT-027,APAC,Failed,False,False,False
TRD-2024-00971,CLT0013,GIC Private Ltd Singapore,INE009A01021,INFY,Infosys Ltd,SELL,13514.0,1446.09,19542460.26,INR,2024-08-24,2024-08-26,Motilal Oswal,PORT-045,APAC,Settled,False,True,False
