security_id,isin,ticker,security_name,asset_class,sector,currency,exchange,country,inception_date,status,last_updated,days_since_update,data_source,region
INE361B01024,INE361B01024,HCLTECH,HCL Technologies Ltd,Equity,IT,INR,NSE,India,2000-01-01,Suspended,2025-02-16,99,Refinitiv,APAC
INE361B01024,,HCLTECH,HCL Technologies Ltd,Equity,,INR,NSE,India,2000-01-01,Active,2025-02-08,107,NSE Feed,EMEA
INE361B01024,INE361B01024,HCLTECH,HCL Technologies Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-03-10,77,Bloomberg,EMEA
INE361B01024,INE361B01024,HCLTECH,HCL Technologies Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-12-21,156,Manual,EMEA
INE361B01024,INE361B01024,HCLTECH,HCL Technologies Ltd,Equity,IT,INR,NSE,India,2000-01-01,Suspended,2025-03-22,65,Bloomberg,EMEA
INE361B01024,INE361B01024,HCLTECH,HCL Technologies Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-01-25,121,Refinitiv,APAC
INE361B01024,INE361B01024,HCLTECH,HCL Technologies Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-01-08,138,Bloomberg,Americas
INE031A01017,INE031A01017,POWERGRID,Power Grid Corp of India,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2024-08-18,281,Refinitiv,EMEA
INE031A01017,INE031A01017,POWERGRID,Power Grid Corp of India,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2025-02-21,94,NSE Feed,APAC
INE031A01017,INE031A01017,POWERGRID,Power Grid Corp of India,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2025-04-22,34,NSE Feed,Americas
INE031A01017,INE031A01017,POWERGRID,Power Grid Corp of India,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2025-03-01,86,Refinitiv,APAC
INE031A01017,INE031A01017,POWERGRID,Power Grid Corp of India,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2025-05-04,22,NSE Feed,Americas
INE031A01017,INE031A01017,POWERGRID,Power Grid Corp of India,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2024-06-22,338,Bloomberg,Americas
INE031A01017,INE031A01017,POWERGRID,Power Grid Corp of India,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2025-03-23,64,Manual,Americas
INE031A01017,,POWERGRID,Power Grid Corp of India,Equity,,INR,NSE,India,2000-01-01,Active,2025-04-24,32,NSE Feed,Americas
INE031A01017,INE031A01017,POWERGRID,Power Grid Corp of India,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2024-11-02,205,Manual,EMEA
INE031A01017,INE031A01017,POWERGRID,Power Grid Corp of India,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2025-01-19,127,Manual,EMEA
INE031A01017,INE031A01017,POWERGRID,Power Grid Corp of India,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2025-02-03,112,Refinitiv,EMEA
INE031A01017,INE031A01017,POWERGRID,Power Grid Corp of India,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2024-11-11,196,Manual,APAC
INE031A01017,INE031A01017,POWERGRID,Power Grid Corp of India,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2024-12-07,170,Refinitiv,EMEA
INE031A01017,INE031A01017,POWERGRID,Power Grid Corp of India,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2024-08-02,297,Bloomberg,APAC
INE031A01017,INE031A01017,POWERGRID,Power Grid Corp of India,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2024-10-27,211,Manual,APAC
INE031A01017,INE031A01017,POWERGRID,Power Grid Corp of India,Equity,Utilities,INR,NSE,India,2000-01-01,Inactive,2024-08-21,278,NSE Feed,APAC
INE031A01017,INE031A01017,POWERGRID,Power Grid Corp of India,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2024-08-21,278,Manual,EMEA
INE031A01017,,POWERGRID,Power Grid Corp of India,Equity,,INR,NSE,India,2000-01-01,Inactive,2025-02-10,105,Manual,APAC
INE031A01017,INE031A01017,POWERGRID,Power Grid Corp of India,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2024-09-19,249,NSE Feed,EMEA
INE031A01017,INE031A01017,POWERGRID,Power Grid Corp of India,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2025-04-02,54,Manual,EMEA
INE018A01030,,LARSEN,Larsen & Toubro Ltd,Equity,,INR,NSE,India,2000-01-01,Active,2025-03-02,85,Refinitiv,EMEA
INE018A01030,INE018A01030,LARSEN,Larsen & Toubro Ltd,Equity,Infrastructure,INR,NSE,India,2000-01-01,Active,2024-12-05,172,Manual,APAC
INE018A01030,INE018A01030,LARSEN,Larsen & Toubro Ltd,Equity,Infrastructure,INR,NSE,India,2000-01-01,Active,2025-03-19,68,NSE Feed,APAC
INE018A01030,INE018A01030,LARSEN,Larsen & Toubro Ltd,Equity,Infrastructure,INR,NSE,India,2000-01-01,Active,2024-12-15,162,NSE Feed,Americas
INE018A01030,INE018A01030,LARSEN,Larsen & Toubro Ltd,Equity,Infrastructure,INR,NSE,India,2000-01-01,Active,2025-05-15,11,Bloomberg,EMEA
INE018A01030,INE018A01030,LARSEN,Larsen & Toubro Ltd,Equity,Infrastructure,INR,NSE,India,2000-01-01,Active,2024-12-09,168,NSE Feed,APAC
INE018A01030,INE018A01030,LARSEN,Larsen & Toubro Ltd,Equity,Infrastructure,INR,NSE,India,2000-01-01,Active,2024-09-10,258,Bloomberg,APAC
INE018A01030,INE018A01030,LARSEN,Larsen & Toubro Ltd,Equity,Infrastructure,INR,NSE,India,2000-01-01,Active,2024-06-20,340,Manual,Americas
INE018A01030,INE018A01030,LARSEN,Larsen & Toubro Ltd,Equity,Infrastructure,INR,NSE,India,2000-01-01,Active,2025-01-20,126,Refinitiv,EMEA
INE018A01030,INE018A01030,LARSEN,Larsen & Toubro Ltd,Equity,Infrastructure,INR,NSE,India,2000-01-01,Active,2025-04-10,46,NSE Feed,Americas
INE018A01030,INE018A01030,LARSEN,Larsen & Toubro Ltd,Equity,Infrastructure,INR,NSE,India,2000-01-01,Active,2024-11-20,187,Manual,Americas
INE018A01030,INE018A01030,LARSEN,Larsen & Toubro Ltd,Equity,Infrastructure,INR,NSE,India,2000-01-01,Active,2025-03-16,71,NSE Feed,EMEA
INE018A01030,INE018A01030,LARSEN,Larsen & Toubro Ltd,Equity,Infrastructure,INR,NSE,India,2000-01-01,Active,2025-05-11,15,NSE Feed,Americas
INE018A01030,INE018A01030,LARSEN,Larsen & Toubro Ltd,Equity,Infrastructure,INR,NSE,India,2000-01-01,Active,2025-05-19,7,NSE Feed,Americas
INE018A01030,INE018A01030,LARSEN,Larsen & Toubro Ltd,Equity,Infrastructure,INR,NSE,India,2000-01-01,Active,2025-03-24,63,Manual,APAC
INE018A01030,INE018A01030,LARSEN,Larsen & Toubro Ltd,Equity,Infrastructure,INR,NSE,India,2000-01-01,Active,2025-02-24,91,Manual,APAC
INE018A01030,INE018A01030,LARSEN,Larsen & Toubro Ltd,Equity,Infrastructure,INR,NSE,India,2000-01-01,Active,2025-05-15,11,Bloomberg,APAC
INE018A01030,INE018A01030,LARSEN,Larsen & Toubro Ltd,Equity,Infrastructure,INR,NSE,India,2000-01-01,Active,2024-06-10,350,Manual,Americas
INE018A01030,INE018A01030,LARSEN,Larsen & Toubro Ltd,Equity,Infrastructure,INR,NSE,India,2000-01-01,Active,2024-09-13,255,Manual,Americas
INE018A01030,INE018A01030,LARSEN,Larsen & Toubro Ltd,Equity,Infrastructure,INR,NSE,India,2000-01-01,Active,2024-07-02,328,NSE Feed,Americas
