perf_id,client_id,client_name,security_id,ticker,security_name,portfolio_id,performance_date,period,portfolio_return,benchmark_return,benchmark_name,alpha,sharpe_ratio,volatility,region,currency,validated,data_complete
PERF-00249,CLT0003,SBI Life Insurance,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,PORT-007,2024-06-28,1W,0.2024,0.0584,NIFTY Financial Services,0.144,0.239,0.1069,APAC,INR,True,True
PERF-00250,CLT0006,LIC of India,INE002A01018,RELIANCE,Reliance Industries Ltd,PORT-007,2024-08-06,1D,-0.1102,0.1688,NIFTY Energy,-0.279,-0.067,0.2469,APAC,INR,True,True
PERF-00251,CLT0004,HDFC Pension Fund,INE154A01025,ITC,ITC Ltd,PORT-045,2024-12-22,6M,0.2441,0.1493,NIFTY FMCG,0.0948,-0.311,0.1041,APAC,INR,False,True
PERF-00252,CLT0012,Vanguard Emerging Markets,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,PORT-010,2025-03-20,1D,-0.0018,0.0896,NIFTY Financial Services,-0.0914,2.348,0.073,Americas,INR,True,True
PERF-00253,CLT0010,Abu Dhabi Investment Auth,INE002A01018,RELIANCE,Reliance Industries Ltd,PORT-038,2024-10-08,6M,-0.0636,0.1193,NIFTY Energy,-0.1829,0.246,0.1157,EMEA,INR,True,True
PERF-00254,CLT0004,HDFC Pension Fund,INE009A01021,INFY,Infosys Ltd,PORT-039,2024-09-21,6M,0.1722,0.0814,NIFTY IT,0.0908,2.795,0.2935,APAC,INR,True,True
PERF-00255,CLT0003,SBI Life Insurance,INE002A01018,RELIANCE,Reliance Industries Ltd,PORT-036,2024-01-10,6M,0.1934,0.1468,NIFTY Energy,0.0466,0.925,0.326,APAC,INR,True,True
PERF-00256,CLT0009,Emirates NBD Asset Mgmt,INE467B01029,TCS,Tata Consultancy Services,PORT-042,2024-03-02,YTD,-0.0436,-0.0388,NIFTY IT,-0.0048,2.984,0.2058,EMEA,INR,True,True
PERF-00257,CLT0004,HDFC Pension Fund,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-024,2025-03-28,6M,0.227,0.0516,NIFTY IT,0.1754,1.336,0.2821,APAC,INR,True,True
PERF-00258,CLT0007,ICICI Prudential AMC,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-004,2024-09-13,1W,-0.1355,0.0224,NIFTY Infrastructure,-0.1579,0.478,0.1756,APAC,INR,True,True
PERF-00259,CLT0011,BlackRock India Fund,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,PORT-047,2024-06-25,3M,0.224,0.0589,NIFTY Financial Services,0.1651,0.451,0.132,Americas,INR,True,True
PERF-00260,CLT0003,SBI Life Insurance,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-003,2024-12-17,YTD,0.159,-0.0912,NIFTY Infrastructure,0.2502,1.196,0.1618,APAC,INR,False,True
PERF-00261,CLT0015,Norges Bank Investment Mgmt,INE154A01025,ITC,ITC Ltd,PORT-006,2025-04-04,1M,0.1062,0.0663,NIFTY FMCG,0.0399,1.123,0.2123,EMEA,INR,True,True
PERF-00262,CLT0014,Temasek Holdings,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,PORT-022,2024-07-24,6M,-0.0739,0.1019,NIFTY Financial Services,-0.1758,0.871,0.2794,APAC,INR,True,True
PERF-00263,CLT0012,Vanguard Emerging Markets,INE038A01020,HINDALCO,Hindalco Industries Ltd,PORT-018,2025-04-30,6M,-0.1073,-0.0838,NIFTY Metal,-0.0235,2.476,0.3163,Americas,INR,False,True
PERF-00264,CLT0004,HDFC Pension Fund,INE001A01036,SBIN,State Bank of India,PORT-042,2024-08-03,YTD,0.0319,0.1451,NIFTY Bank,-0.1132,0.103,0.175,APAC,INR,True,True
PERF-00265,CLT0011,BlackRock India Fund,INE066A01021,ONGC,Oil & Natural Gas Corp,PORT-031,2024-08-15,1M,-0.1267,0.1009,NIFTY Energy,-0.2276,2.932,0.3149,Americas,INR,True,False
PERF-00266,CLT0012,Vanguard Emerging Markets,INE009A01021,INFY,Infosys Ltd,PORT-043,2024-05-29,1M,-0.0276,0.0272,NIFTY IT,-0.0548,2.77,0.0676,Americas,INR,True,True
PERF-00267,CLT0008,Nippon India MF,INE066A01021,ONGC,Oil & Natural Gas Corp,PORT-017,2024-03-03,YTD,-0.1303,-0.087,NIFTY Energy,-0.0433,-0.45,0.1028,APAC,INR,True,True
PERF-00268,CLT0015,Norges Bank Investment Mgmt,INE001A01036,SBIN,State Bank of India,PORT-023,2025-03-05,6M,0.216,0.0253,NIFTY Bank,0.1907,0.672,0.1556,EMEA,INR,True,True
PERF-00269,CLT0013,GIC Private Ltd Singapore,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-019,2025-02-14,1W,0.2417,-0.0931,NIFTY Infrastructure,0.3348,1.022,0.2906,APAC,INR,True,True
PERF-00270,CLT0013,GIC Private Ltd Singapore,INE038A01020,HINDALCO,Hindalco Industries Ltd,PORT-026,2025-05-18,1Y,-0.0349,0.0973,NIFTY Metal,-0.1322,2.168,0.2099,APAC,INR,True,True
PERF-00271,CLT0008,Nippon India MF,INE001A01036,SBIN,State Bank of India,PORT-028,2025-01-17,1Y,-0.0235,0.0208,NIFTY Bank,-0.0443,0.248,0.1801,APAC,INR,True,True
PERF-00272,CLT0011,BlackRock India Fund,INE002A01018,RELIANCE,Reliance Industries Ltd,PORT-015,2024-01-19,1Y,0.2145,0.0743,NIFTY Energy,0.1402,2.252,0.1162,Americas,INR,True,True
PERF-00273,CLT0012,Vanguard Emerging Markets,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-029,2025-03-16,YTD,0.1553,0.0395,NIFTY Infrastructure,0.1158,2.825,0.1145,Americas,INR,True,True
PERF-00274,CLT0010,Abu Dhabi Investment Auth,INE002A01018,RELIANCE,Reliance Industries Ltd,PORT-002,2024-12-27,1D,0.1228,-0.0839,NIFTY Energy,0.2067,1.932,0.2516,EMEA,INR,True,True
PERF-00275,CLT0014,Temasek Holdings,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,PORT-015,2025-05-13,1Y,0.2277,-0.0127,NIFTY Financial Services,0.2404,-0.188,0.28,APAC,INR,True,True
PERF-00276,CLT0012,Vanguard Emerging Markets,INE020B01018,NTPC,NTPC Ltd,PORT-033,2024-05-27,6M,0.099,0.0267,NIFTY Infrastructure,0.0723,0.747,0.2735,Americas,INR,True,True
PERF-00277,CLT0007,ICICI Prudential AMC,INE154A01025,ITC,ITC Ltd,PORT-048,2025-04-02,6M,-0.1003,0.1036,NIFTY FMCG,-0.2039,2.456,0.3402,APAC,INR,True,True
PERF-00278,CLT0015,Norges Bank Investment Mgmt,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,PORT-034,2024-03-27,YTD,-0.0668,-0.0749,NIFTY Financial Services,0.0081,1.972,0.325,EMEA,INR,True,True
PERF-00279,CLT0012,Vanguard Emerging Markets,INE038A01020,HINDALCO,Hindalco Industries Ltd,PORT-019,2024-10-07,1W,,-0.0577,NIFTY Metal,,,0.0556,Americas,INR,True,False
PERF-00280,CLT0009,Emirates NBD Asset Mgmt,INE009A01021,INFY,Infosys Ltd,PORT-026,2024-08-02,1W,0.007,0.0532,NIFTY IT,-0.0462,2.101,0.0639,EMEA,INR,True,True
PERF-00281,CLT0002,Aditya Birla Capital,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-017,2024-05-24,1D,0.0761,0.1432,NIFTY IT,-0.0671,1.424,0.0724,APAC,INR,True,True
PERF-00282,CLT0008,Nippon India MF,INE154A01025,ITC,ITC Ltd,PORT-007,2024-02-10,YTD,0.1087,0.1863,NIFTY FMCG,-0.0776,0.177,0.083,APAC,INR,True,True
PERF-00283,CLT0012,Vanguard Emerging Markets,INE075A01022,WIPRO,Wipro Ltd,PORT-015,2024-10-02,1M,0.0741,-0.0579,NIFTY IT,0.132,0.235,0.2289,Americas,INR,True,True
PERF-00284,CLT0008,Nippon India MF,INE066A01021,ONGC,Oil & Natural Gas Corp,PORT-026,2025-01-10,1Y,-0.1082,0.1394,NIFTY Energy,-0.2476,1.381,0.1091,APAC,INR,False,True
PERF-00285,CLT0004,HDFC Pension Fund,INE020B01018,NTPC,NTPC Ltd,PORT-045,2025-03-04,YTD,0.0367,-0.0001,NIFTY Infrastructure,0.0368,1.065,0.1845,APAC,INR,False,True
PERF-00286,CLT0010,Abu Dhabi Investment Auth,INE414G01012,ADANIENT,Adani Enterprises Ltd,PORT-039,2025-04-17,6M,-0.0692,0.1628,NIFTY 500,-0.232,-0.409,0.0722,EMEA,INR,True,True
PERF-00287,CLT0008,Nippon India MF,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-023,2024-09-19,1M,-0.1087,-0.0565,NIFTY Auto,-0.0522,2.78,0.2789,APAC,INR,True,True
PERF-00288,CLT0004,HDFC Pension Fund,INE414G01012,ADANIENT,Adani Enterprises Ltd,PORT-002,2024-10-28,1M,0.1234,0.0355,NIFTY 500,0.0879,1.873,0.1251,APAC,INR,True,True
PERF-00289,CLT0009,Emirates NBD Asset Mgmt,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-010,2025-04-07,1W,0.0155,-0.035,NIFTY IT,0.0505,0.788,0.2756,EMEA,INR,False,True
PERF-00290,CLT0007,ICICI Prudential AMC,INE040A01034,HDFCBANK,HDFC Bank Ltd,PORT-049,2024-05-04,1M,-0.099,0.0517,NIFTY Bank,-0.1507,2.799,0.2659,APAC,INR,True,True
PERF-00291,CLT0014,Temasek Holdings,INE040A01034,HDFCBANK,HDFC Bank Ltd,PORT-044,2024-01-08,6M,,-0.0796,NIFTY Bank,,,0.223,APAC,INR,True,False
PERF-00292,CLT0009,Emirates NBD Asset Mgmt,INE038A01020,HINDALCO,Hindalco Industries Ltd,PORT-037,2024-06-19,3M,0.0336,0.113,NIFTY Metal,-0.0794,,0.265,EMEA,INR,False,False
PERF-00293,CLT0011,BlackRock India Fund,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,PORT-012,2024-08-14,3M,0.0789,0.1468,NIFTY Media,-0.0679,2.732,0.2519,Americas,INR,True,True
PERF-00294,CLT0014,Temasek Holdings,INE040A01034,HDFCBANK,HDFC Bank Ltd,PORT-039,2025-02-02,1D,0.1316,0.1699,NIFTY Bank,-0.0383,2.001,0.2201,APAC,INR,True,True
PERF-00295,CLT0010,Abu Dhabi Investment Auth,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-047,2024-11-18,6M,-0.0768,-0.0951,NIFTY IT,0.0183,1.29,0.1204,EMEA,INR,False,True
PERF-00296,CLT0009,Emirates NBD Asset Mgmt,INE585B01010,AXISBANK,Axis Bank Ltd,PORT-026,2024-02-06,1W,0.2019,-0.0676,NIFTY Bank,0.2695,0.482,0.2021,EMEA,INR,True,True
PERF-00297,CLT0006,LIC of India,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-017,2025-02-08,YTD,0.122,0.1146,NIFTY Infrastructure,0.0074,0.883,0.1358,APAC,INR,True,True
PERF-00298,CLT0007,ICICI Prudential AMC,INE001A01036,SBIN,State Bank of India,PORT-010,2024-12-19,1Y,0.2041,0.1182,NIFTY Bank,0.0859,2.703,0.1487,APAC,INR,True,True
PERF-00299,CLT0008,Nippon India MF,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,PORT-033,2025-01-12,YTD,0.059,0.0562,NIFTY Media,0.0028,1.445,0.3011,APAC,INR,True,True
PERF-00300,CLT0010,Abu Dhabi Investment Auth,INE066A01021,ONGC,Oil & Natural Gas Corp,PORT-009,2024-06-18,6M,,-0.0139,NIFTY Energy,,,0.3484,EMEA,INR,True,False
PERF-00301,CLT0005,Kotak Mahindra AMC,INE585B01010,AXISBANK,Axis Bank Ltd,PORT-007,2025-02-12,1M,0.2482,0.0985,NIFTY Bank,0.1497,2.526,0.3052,APAC,INR,True,True
PERF-00302,CLT0011,BlackRock India Fund,INE038A01020,HINDALCO,Hindalco Industries Ltd,PORT-030,2024-09-20,YTD,-0.1259,-0.0632,NIFTY Metal,-0.0627,2.716,0.248,Americas,INR,True,True
PERF-00303,CLT0009,Emirates NBD Asset Mgmt,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-037,2025-03-19,3M,-0.0315,-0.0904,NIFTY IT,0.0589,1.624,0.1758,EMEA,INR,True,True
PERF-00304,CLT0011,BlackRock India Fund,INE038A01020,HINDALCO,Hindalco Industries Ltd,PORT-007,2025-03-31,1W,-0.0154,0.0882,NIFTY Metal,-0.1036,2.774,0.0536,Americas,INR,True,True
PERF-00305,CLT0013,GIC Private Ltd Singapore,INE001A01036,SBIN,State Bank of India,PORT-025,2024-10-19,1D,,0.09,NIFTY Bank,,,0.1032,APAC,INR,True,False
PERF-00306,CLT0008,Nippon India MF,INE090A01021,ICICIBANK,ICICI Bank Ltd,PORT-045,2024-11-29,1D,-0.1358,-0.0494,NIFTY Bank,-0.0864,0.329,0.3036,APAC,INR,False,True
PERF-00307,CLT0009,Emirates NBD Asset Mgmt,INE414G01012,ADANIENT,Adani Enterprises Ltd,PORT-001,2025-03-24,6M,0.2052,-0.0821,NIFTY 500,0.2873,1.906,0.1333,EMEA,INR,False,True
PERF-00308,CLT0014,Temasek Holdings,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-003,2024-04-28,3M,0.0741,0.1553,NIFTY Infrastructure,-0.0812,1.696,0.1067,APAC,INR,True,True
PERF-00309,CLT0001,Tata Investment Corp,INE002A01018,RELIANCE,Reliance Industries Ltd,PORT-020,2024-12-18,1M,0.133,0.0591,NIFTY Energy,0.0739,1.885,0.2656,APAC,INR,True,True
PERF-00310,CLT0011,BlackRock India Fund,INE040A01034,HDFCBANK,HDFC Bank Ltd,PORT-043,2024-07-15,YTD,0.1874,-0.1,NIFTY Bank,0.2874,1.201,0.1338,Americas,INR,True,True
PERF-00311,CLT0005,Kotak Mahindra AMC,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-007,2024-01-01,1M,0.1739,0.1644,NIFTY Auto,0.0095,2.44,0.3405,APAC,INR,True,True
PERF-00312,CLT0003,SBI Life Insurance,INE154A01025,ITC,ITC Ltd,PORT-011,2024-03-28,1Y,-0.035,-0.0327,NIFTY FMCG,-0.0023,2.066,0.1618,APAC,INR,True,True
PERF-00313,CLT0004,HDFC Pension Fund,INE154A01025,ITC,ITC Ltd,PORT-049,2024-04-01,YTD,-0.0721,0.1218,NIFTY FMCG,-0.1939,-0.076,0.2207,APAC,INR,True,True
PERF-00314,CLT0015,Norges Bank Investment Mgmt,INE154A01025,ITC,ITC Ltd,PORT-008,2025-01-01,1M,0.0661,0.1779,NIFTY FMCG,-0.1118,2.934,0.1985,EMEA,INR,True,True
PERF-00315,CLT0003,SBI Life Insurance,INE075A01022,WIPRO,Wipro Ltd,PORT-006,2024-02-21,3M,0.1353,0.1345,NIFTY IT,0.0008,2.468,0.0657,APAC,INR,True,True
PERF-00316,CLT0014,Temasek Holdings,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-006,2025-03-09,1D,0.0823,-0.0329,NIFTY Infrastructure,0.1152,0.65,0.1938,APAC,INR,True,True
PERF-00317,CLT0014,Temasek Holdings,INE075A01022,WIPRO,Wipro Ltd,PORT-019,2025-03-17,1Y,0.1924,0.0986,NIFTY IT,0.0938,2.527,0.2408,APAC,INR,True,True
PERF-00318,CLT0011,BlackRock India Fund,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-030,2024-06-04,6M,0.1251,-0.0634,NIFTY Infrastructure,0.1885,2.259,0.3106,Americas,INR,True,True
PERF-00319,CLT0001,Tata Investment Corp,INE585B01010,AXISBANK,Axis Bank Ltd,PORT-049,2024-12-06,1D,-0.1076,0.1445,NIFTY Bank,-0.2521,-0.122,0.1329,APAC,INR,False,True
PERF-00320,CLT0014,Temasek Holdings,INE467B01029,TCS,Tata Consultancy Services,PORT-019,2024-08-10,1D,0.1263,0.1998,NIFTY IT,-0.0735,2.802,0.0504,APAC,INR,False,False
PERF-00321,CLT0011,BlackRock India Fund,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,PORT-002,2025-05-15,3M,0.2108,0.0679,NIFTY Pharma,0.1429,0.418,0.1544,Americas,INR,False,True
PERF-00322,CLT0011,BlackRock India Fund,INE002A01018,RELIANCE,Reliance Industries Ltd,PORT-032,2024-01-14,1W,0.0965,-0.0435,NIFTY Energy,0.14,1.017,0.1604,Americas,INR,True,True
PERF-00323,CLT0004,HDFC Pension Fund,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-045,2024-11-08,1W,0.0322,0.012,NIFTY Infrastructure,0.0202,-0.32,0.3496,APAC,INR,True,True
PERF-00324,CLT0007,ICICI Prudential AMC,INE066A01021,ONGC,Oil & Natural Gas Corp,PORT-049,2024-12-18,3M,0.1422,0.0857,NIFTY Energy,0.0565,1.056,0.3022,APAC,INR,False,True
PERF-00325,CLT0008,Nippon India MF,INE154A01025,ITC,ITC Ltd,PORT-018,2025-02-22,1Y,0.1731,0.1671,NIFTY FMCG,0.006,-0.434,0.1185,APAC,INR,True,True
PERF-00326,CLT0008,Nippon India MF,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-011,2024-03-07,1M,-0.0215,-0.0394,NIFTY Infrastructure,0.0179,2.203,0.225,APAC,INR,True,True
PERF-00327,CLT0011,BlackRock India Fund,INE414G01012,ADANIENT,Adani Enterprises Ltd,PORT-033,2024-04-11,3M,-0.1435,0.0668,NIFTY 500,-0.2103,2.874,0.302,Americas,INR,True,True
PERF-00328,CLT0003,SBI Life Insurance,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-009,2025-04-27,YTD,0.2226,-0.0818,NIFTY Infrastructure,0.3044,1.931,0.2129,APAC,INR,True,True
PERF-00329,CLT0005,Kotak Mahindra AMC,INE040A01034,HDFCBANK,HDFC Bank Ltd,PORT-025,2024-01-08,YTD,-0.0934,0.1251,NIFTY Bank,-0.2185,2.933,0.247,APAC,INR,True,True
PERF-00330,CLT0002,Aditya Birla Capital,INE040A01034,HDFCBANK,HDFC Bank Ltd,PORT-022,2024-06-12,YTD,0.1687,0.1245,NIFTY Bank,0.0442,1.392,0.2055,APAC,INR,True,True
PERF-00331,CLT0007,ICICI Prudential AMC,INE002A01018,RELIANCE,Reliance Industries Ltd,PORT-035,2024-01-07,1W,-0.0338,0.1486,NIFTY Energy,-0.1824,1.973,0.2148,APAC,INR,True,True
PERF-00332,CLT0001,Tata Investment Corp,INE020B01018,NTPC,NTPC Ltd,PORT-030,2024-06-23,1Y,0.1155,0.0304,NIFTY Infrastructure,0.0851,-0.164,0.1951,APAC,INR,True,True
PERF-00333,CLT0007,ICICI Prudential AMC,INE075A01022,WIPRO,Wipro Ltd,PORT-018,2024-10-15,1M,0.0553,-0.0059,NIFTY IT,0.0612,0.289,0.2133,APAC,INR,True,True
PERF-00334,CLT0010,Abu Dhabi Investment Auth,INE002A01018,RELIANCE,Reliance Industries Ltd,PORT-042,2024-11-22,1W,-0.0947,0.0804,NIFTY Energy,-0.1751,0.233,0.0651,EMEA,INR,True,True
PERF-00335,CLT0009,Emirates NBD Asset Mgmt,INE040A01034,HDFCBANK,HDFC Bank Ltd,PORT-017,2024-06-23,1M,0.125,-0.087,NIFTY Bank,0.212,1.65,0.0529,EMEA,INR,True,True
PERF-00336,CLT0001,Tata Investment Corp,INE090A01021,ICICIBANK,ICICI Bank Ltd,PORT-040,2024-06-23,YTD,0.0648,0.0074,NIFTY Bank,0.0574,0.776,0.2252,APAC,INR,True,True
PERF-00337,CLT0012,Vanguard Emerging Markets,INE090A01021,ICICIBANK,ICICI Bank Ltd,PORT-017,2024-05-04,1M,0.1605,0.1312,NIFTY Bank,0.0293,2.133,0.349,Americas,INR,True,True
PERF-00338,CLT0014,Temasek Holdings,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,PORT-009,2025-03-21,YTD,0.1318,0.1099,NIFTY Pharma,0.0219,1.902,0.2279,APAC,INR,True,True
PERF-00339,CLT0005,Kotak Mahindra AMC,INE066A01021,ONGC,Oil & Natural Gas Corp,PORT-005,2025-04-26,YTD,0.091,-0.0452,NIFTY Energy,0.1362,-0.157,0.1858,APAC,INR,True,True
PERF-00340,CLT0015,Norges Bank Investment Mgmt,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,PORT-012,2025-04-01,YTD,0.0835,0.1711,NIFTY Pharma,-0.0876,1.298,0.0922,EMEA,INR,True,True
PERF-00341,CLT0011,BlackRock India Fund,INE001A01036,SBIN,State Bank of India,PORT-029,2024-09-13,6M,0.2061,0.1969,NIFTY Bank,0.0092,2.39,0.1731,Americas,INR,True,True
PERF-00342,CLT0010,Abu Dhabi Investment Auth,INE090A01021,ICICIBANK,ICICI Bank Ltd,PORT-020,2025-03-15,3M,,0.094,NIFTY Bank,,,0.2094,EMEA,INR,True,False
PERF-00343,CLT0002,Aditya Birla Capital,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,PORT-033,2025-03-27,1Y,0.0237,0.0639,NIFTY Pharma,-0.0402,2.713,0.054,APAC,INR,True,True
PERF-00344,CLT0012,Vanguard Emerging Markets,INE001A01036,SBIN,State Bank of India,PORT-007,2025-03-04,1D,0.0755,-0.0518,NIFTY Bank,0.1273,2.549,0.2012,Americas,INR,True,True
PERF-00345,CLT0007,ICICI Prudential AMC,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,PORT-025,2024-03-22,1M,-0.0521,-0.0684,NIFTY Pharma,0.0163,2.401,0.3015,APAC,INR,True,True
PERF-00346,CLT0014,Temasek Holdings,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-044,2024-04-23,YTD,-0.1498,0.1805,NIFTY Auto,-0.3303,0.177,0.1459,APAC,INR,False,True
PERF-00347,CLT0002,Aditya Birla Capital,INE040A01034,HDFCBANK,HDFC Bank Ltd,PORT-041,2024-06-27,1M,0.0086,-0.0114,NIFTY Bank,0.02,2.43,0.277,APAC,INR,True,True
PERF-00348,CLT0005,Kotak Mahindra AMC,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-029,2025-03-10,1W,-0.1133,0.1795,NIFTY Infrastructure,-0.2928,0.691,0.3365,APAC,INR,True,True
PERF-00349,CLT0004,HDFC Pension Fund,INE038A01020,HINDALCO,Hindalco Industries Ltd,PORT-024,2025-01-04,YTD,0.1218,0.0847,NIFTY Metal,0.0371,1.161,0.1872,APAC,INR,True,True
PERF-00350,CLT0002,Aditya Birla Capital,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,PORT-027,2025-02-17,1Y,0.1777,0.027,NIFTY Media,0.1507,0.876,0.1446,APAC,INR,True,True
PERF-00351,CLT0001,Tata Investment Corp,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,PORT-026,2024-07-22,1D,-0.0649,0.0149,NIFTY Pharma,-0.0798,1.067,0.0753,APAC,INR,True,True
PERF-00352,CLT0008,Nippon India MF,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-012,2024-10-19,1M,0.0061,-0.0324,NIFTY Auto,0.0385,2.62,0.2428,APAC,INR,False,True
PERF-00353,CLT0005,Kotak Mahindra AMC,INE585B01010,AXISBANK,Axis Bank Ltd,PORT-021,2024-05-25,1D,-0.0697,0.0802,NIFTY Bank,-0.1499,0.706,0.1057,APAC,INR,True,True
PERF-00354,CLT0010,Abu Dhabi Investment Auth,INE020B01018,NTPC,NTPC Ltd,PORT-032,2025-01-29,1Y,-0.0362,0.0342,NIFTY Infrastructure,-0.0704,0.255,0.2598,EMEA,INR,True,True
PERF-00355,CLT0002,Aditya Birla Capital,INE040A01034,HDFCBANK,HDFC Bank Ltd,PORT-031,2024-01-28,3M,0.2322,0.1846,NIFTY Bank,0.0476,2.204,0.0635,APAC,INR,True,True
PERF-00356,CLT0001,Tata Investment Corp,INE001A01036,SBIN,State Bank of India,PORT-007,2024-04-14,3M,-0.0187,0.0643,NIFTY Bank,-0.083,1.854,0.2922,APAC,INR,True,True
PERF-00357,CLT0010,Abu Dhabi Investment Auth,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,PORT-041,2025-01-04,1Y,0.2046,0.0883,NIFTY Pharma,0.1163,0.875,0.2034,EMEA,INR,True,True
PERF-00358,CLT0009,Emirates NBD Asset Mgmt,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,PORT-043,2025-02-07,1M,0.1912,0.0129,NIFTY Pharma,0.1783,2.495,0.3205,EMEA,INR,True,True
PERF-00359,CLT0004,HDFC Pension Fund,INE002A01018,RELIANCE,Reliance Industries Ltd,PORT-019,2025-03-12,1W,0.0003,0.1637,NIFTY Energy,-0.1634,1.381,0.1793,APAC,INR,True,True
PERF-00360,CLT0002,Aditya Birla Capital,INE020B01018,NTPC,NTPC Ltd,PORT-015,2025-04-13,3M,0.0987,0.0882,NIFTY Infrastructure,0.0105,0.855,0.3343,APAC,INR,False,True
PERF-00361,CLT0008,Nippon India MF,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-050,2024-04-28,YTD,0.25,-0.0832,NIFTY Auto,0.3332,-0.345,0.1966,APAC,INR,True,True
PERF-00362,CLT0013,GIC Private Ltd Singapore,INE020B01018,NTPC,NTPC Ltd,PORT-046,2024-03-24,3M,0.2208,0.0999,NIFTY Infrastructure,0.1209,0.942,0.3328,APAC,INR,True,True
PERF-00363,CLT0007,ICICI Prudential AMC,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-041,2024-06-29,1D,0.1272,0.123,NIFTY Auto,0.0042,0.958,0.0584,APAC,INR,True,True
PERF-00364,CLT0002,Aditya Birla Capital,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,PORT-013,2025-04-29,1M,0.1354,0.1223,NIFTY Media,0.0131,2.514,0.2246,APAC,INR,True,True
PERF-00365,CLT0012,Vanguard Emerging Markets,INE001A01036,SBIN,State Bank of India,PORT-006,2024-08-17,3M,-0.0803,0.1067,NIFTY Bank,-0.187,1.007,0.2114,Americas,INR,False,True
PERF-00366,CLT0002,Aditya Birla Capital,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-039,2024-06-03,1M,,0.0909,NIFTY Auto,,,0.3255,APAC,INR,True,False
PERF-00367,CLT0009,Emirates NBD Asset Mgmt,INE009A01021,INFY,Infosys Ltd,PORT-001,2024-05-05,1W,,0.0913,NIFTY IT,,,0.2396,EMEA,INR,True,False
PERF-00368,CLT0007,ICICI Prudential AMC,INE066A01021,ONGC,Oil & Natural Gas Corp,PORT-016,2025-01-26,1Y,0.0171,0.045,NIFTY Energy,-0.0279,2.936,0.2508,APAC,INR,True,True
PERF-00369,CLT0002,Aditya Birla Capital,INE001A01036,SBIN,State Bank of India,PORT-026,2024-11-02,6M,0.0642,0.0629,NIFTY Bank,0.0013,0.909,0.1048,APAC,INR,False,True
PERF-00370,CLT0010,Abu Dhabi Investment Auth,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-013,2024-07-05,1D,0.0167,0.0716,NIFTY IT,-0.0549,,0.3331,EMEA,INR,True,False
PERF-00371,CLT0008,Nippon India MF,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-042,2025-03-23,YTD,-0.0066,0.0155,NIFTY Infrastructure,-0.0221,-0.401,0.1276,APAC,INR,True,True
PERF-00372,CLT0002,Aditya Birla Capital,INE090A01021,ICICIBANK,ICICI Bank Ltd,PORT-044,2025-04-22,1D,0.0055,0.0188,NIFTY Bank,-0.0133,0.204,0.0511,APAC,INR,True,True
PERF-00373,CLT0009,Emirates NBD Asset Mgmt,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,PORT-049,2024-06-27,YTD,-0.0725,0.1807,NIFTY Pharma,-0.2532,2.45,0.0539,EMEA,INR,True,True
